queue,user,id,name,started_time,finished_time,cpu_average,cpu_seconds,memory_seconds,time_elapsed,finalStatus
root.hjdq,hjdq,application_1527220447442_1023145,CHECK_TASK_bil01_BIL_DB.ITG_FIX_CDR_H_task_6843c142-6ccc-11e8-87cb-18c58a10ad18_33_20180609_0,2018-06-11 00:36:54,1970-01-01 08:00:00,1030,110200,227099566,1407660,RUNNING
root.hjpt,hjpt,application_1527220447442_1022717,clean:anhui_itf_4gdpi_mbl_20180610_23 DPI,2018-06-11 01:27:07,1970-01-01 08:00:00,1150,220742,679582817,653494,RUNNING
root.hjdq,hjdq,application_1527220447442_1025286,CHECK_TASK_bil01_BIL_DB.ITG_OTH_DDR_H_task_4162a53c-6cd3-11e8-ac1e-18c58a10ad18_33_20180609_0,2018-06-11 01:25:53,1970-01-01 08:00:00,1111,629620,1291837848,1702014,RUNNING
root.hjpt,hjpt,application_1527220447442_1022728,clean:sichuan_itf_4gdpi_mbl_20180610_23 DPI,2018-06-11 01:45:14,1970-01-01 08:00:00,1005,356249,1095383210,864555,RUNNING
root.hjdq,hjdq,application_1527220447442_1026058,CHECK_TASK_bil01_BIL_DB.ITG_OTH_VDR_H_task_f6aaba4a-6cd5-11e8-b197-18c58a10ad18_33_20180609_0,2018-06-11 01:46:43,1970-01-01 08:00:00,1307,870169,1784214514,2066625,RUNNING
root.hjpt,hjpt,application_1527220447442_1025226,clean:shanxi1_itf_4gdpi_mbl_20180611_00 DPI,2018-06-11 02:18:19,1970-01-01 08:00:00,1139,294740,906812356,813644,RUNNING
root.hjpt,hjpt,application_1527220447442_1025226,clean:shanxi1_itf_4gdpi_mbl_20180611_00 DPI,2018-06-11 02:18:19,1970-01-01 08:00:00,1027,657621,2021227006,1135590,RUNNING
root.hjpt,hjpt,application_1527220447442_1025250,clean:anhui_itf_4gdpi_mbl_20180611_00 DPI,2018-06-11 02:50:21,1970-01-01 08:00:00,1118,702195,2158335955,2106835,RUNNING
root.hjpt,hjpt,application_1527220447442_1026778,clean:shanxi1_itf_4gdpi_mbl_20180611_01 DPI,2018-06-11 03:13:13,1970-01-01 08:00:00,1048,189511,583559441,733986,RUNNING
root.hjpt,hjpt,application_1527220447442_1026778,clean:shanxi1_itf_4gdpi_mbl_20180611_01 DPI,2018-06-11 03:13:13,1970-01-01 08:00:00,1045,525651,1615841160,1053301,RUNNING
root.hjpt,hjpt,application_1527220447442_1026756,clean:guangdong_itf_4gdpi_mbl_20180611_01 DPI,2018-06-11 03:20:34,1970-01-01 08:00:00,1319,416925,1282428779,935178,RUNNING
root.hjpt,hjpt,application_1527220447442_1028017,netmanager_lte_boa,2018-06-11 03:00:26,1970-01-01 08:00:00,2461,131377,271783562,2463578,RUNNING
root.hjpt,hjpt,application_1527220447442_1026756,clean:guangdong_itf_4gdpi_mbl_20180611_01 DPI,2018-06-11 03:20:34,1970-01-01 08:00:00,1167,830977,2554115407,1256048,RUNNING
root.hjpt,hjpt,application_1527220447442_1026800,clean:anhui_itf_4gdpi_mbl_20180611_01 DPI,2018-06-11 03:57:06,1970-01-01 08:00:00,1248,491786,1511853212,1970330,RUNNING
root.hjpt,hjpt,application_1527220447442_1028429,clean:guangdong_itf_4gdpi_mbl_20180611_02 DPI,2018-06-11 04:10:58,1970-01-01 08:00:00,1232,350280,1077246897,1138593,RUNNING
