root.normal_queues.bigplatform.smh_pro5_csqueue.queue1,2,2,6,6
root.normal_queues.bigplatform.wql_pro2_csqueue.queue1,2,2,12,6
root.normal_queues.bigplatform.wsr_pro6_csqueue.queue1,12,4,120,6
root.normal_queues.bigplatform.ryl_pro4_csqueue.queue1,82,2,819,6
root.normal_queues.bigplatform.ryl_pro32_csqueue.queue1,64000,8,480000,6
root.normal_queues.bigplatform.ryl_pro32_csqueue.queue2,64000,8,480000,6
root.normal_queues.bigplatform.ryl_pro3_csqueue.queue1,40000,40,320000,6
root.normal_queues.bigplatform.ryl_pro3_csqueue.queue4,40000,40,320000,6
root.normal_queues.bigplatform.ryl_pro3_csqueue.queue2,2048000,1200,4096000,6
root.normal_queues.bigplatform.ygz_pro3_csqueue.queue1,24000,8,239998,6
