queue,user,id,name,started_time,finished_time,time_elapsed
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831199,5b8656b4-9e31-4d67-93ae-19f1b68e7799_hive4trans title 1,2018-07-09 13:56:15,2018-07-09 13:57:57,101
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831706,56d52c35-c7f0-4419-849a-d1891caefe55_hive4trans title 1,2018-07-09 14:01:24,2018-07-09 14:03:05,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831775,65beabdd-b12c-423c-a182-e8d61b449756_hive4trans title 1,2018-07-09 14:01:34,2018-07-09 14:03:15,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831237,8977883c-3481-418c-978f-177996baf66e_hive4trans title 1,2018-07-09 13:56:20,2018-07-09 13:58:01,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_836811,select count(*) from ta_...month_id='201805'(Stage-1),2018-07-09 15:28:38,2018-07-09 15:30:19,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831382,2f264360-9844-484b-b379-409a96d624b8_hive4trans title 1,2018-07-09 13:56:44,2018-07-09 13:58:25,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_836305,select count(*) from ta_800m_trm...='201805'(Stage-1),2018-07-09 15:17:38,2018-07-09 15:19:19,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831260,cef5267c-1a0e-4d8c-a555-5583e78ea41f_hive4trans title 1,2018-07-09 13:56:25,2018-07-09 13:58:05,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_838952,"select prvnce_id,count(*) from t...prvnce_id(Stage-1)",2018-07-09 16:03:30,2018-07-09 16:05:11,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_839163,"SELECT '833' AREA_CD,
       '201806' C...T1(Stage-2)",2018-07-09 16:09:06,2018-07-09 16:10:46,100
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831203,fcfadbfc-881c-4efc-ba87-3ff68690e1b1_hive4trans title 1,2018-07-09 13:56:16,2018-07-09 13:57:56,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831196,19eb82b2-c5eb-44d1-a8c0-a53541b84c74_hive4trans title 1,2018-07-09 13:56:16,2018-07-09 13:57:56,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831341,5bfb574d-7b92-45f5-9a1c-47e5c626f8bb_hive4trans title 1,2018-07-09 13:56:36,2018-07-09 13:58:16,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831232,c2645cd2-a2fc-4318-8072-060451447dab_hive4trans title 1,2018-07-09 13:56:21,2018-07-09 13:58:00,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_837414,121f96b7-1576-4ffc-b002-907608e94c01_hive3,2018-07-09 15:38:48,2018-07-09 15:40:28,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_835941,89053b28-de0c-4a2a-9963-f99c5528d59c_record validate,2018-07-09 15:12:12,2018-07-09 15:13:52,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831387,8c02daf9-ae37-4e78-84c3-3872d704e2e4_hive4trans title 1,2018-07-09 13:56:43,2018-07-09 13:58:22,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831376,8376abe6-48c0-4626-b9ff-f4e93e2aa300_hive4trans title 1,2018-07-09 13:56:42,2018-07-09 13:58:21,99
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831318,268ab8a7-781c-4d0c-a624-dd5a3a4589d1_hive4trans title 1,2018-07-09 13:56:34,2018-07-09 13:58:13,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831324,90763871-26dd-4d95-9e4a-656aeda69b0b_hive4trans title 1,2018-07-09 13:56:34,2018-07-09 13:58:13,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_838272,com.ailk.cloudetl.el.common.ftp.mr.FTPMapRedExtractImpl,2018-07-09 15:51:11,2018-07-09 15:52:50,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831207,333bc21a-fc5d-40ba-8f36-65d50c58c6f1_hive4trans title 1,2018-07-09 13:56:17,2018-07-09 13:57:55,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_834751,"SELECT '863' AREA_CD,
       '201806...--匹配率(Stage-7)",2018-07-09 14:52:03,2018-07-09 14:53:42,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831402,46545ee8-1634-4fe0-9749-dbf94549cc93_hive4trans title 1,2018-07-09 13:56:44,2018-07-09 13:58:22,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_834624,com.ailk.udf.node.ctc.ods.WriteFileInfo,2018-07-09 14:50:15,2018-07-09 14:51:53,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_830796,0bee6fc6-b991-41a0-9015-30936939b3a2_record validate,2018-07-09 13:50:07,2018-07-09 13:51:45,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_835963,com.ailk.udf.node.ctc.ods.WriteFileInfo,2018-07-09 15:12:14,2018-07-09 15:13:52,98
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_837883,d3319063-47c8-4c88-83e4-5a9416acac41_record validate,2018-07-09 15:45:12,2018-07-09 15:46:50,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_833122,f8cd8e5c-3a3a-4922-9420-4b3d098c9019_hive4trans title 2,2018-07-09 14:29:47,2018-07-09 14:31:25,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831648,b55b2477-713c-4130-bb91-15757f29ae15_hive4trans title 2,2018-07-09 14:01:13,2018-07-09 14:02:51,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831354,da84715c-65b7-4b40-901e-e31af4ff9039_hive4trans title 1,2018-07-09 13:56:54,2018-07-09 13:58:32,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831322,e0be3399-de33-4c86-bbbc-11ea39690859_hive4trans title 1,2018-07-09 13:56:34,2018-07-09 13:58:11,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831372,5af1a979-6dad-4a7a-a1b2-3e3e831135dc_hive4trans title 1,2018-07-09 13:56:41,2018-07-09 13:58:18,97
root.priority_queues.proccess.ocdc.prod,ocdc,application_1530160781028_831701,71b9baf7-be82-43e9-950f-4b1562a72f67_hive4trans title 1,2018-07-09 14:01:24,2018-07-09 14:03:01,97
