application_id,status,submit_time,start_time,finished_time,allocate_time,total_time,allocate_seconds,total_seconds
application_1527220447442_52435,SUCCESS,2018/05/26 06:09:53,2018/05/26 06:16:51,2018/05/26 06:20:47,00:6:58,00:10:54,418,654
application_1527220447442_54232,SUCCESS,2018/05/26 06:32:51,2018/05/26 06:39:48,2018/05/26 06:44:50,00:6:57,00:11:59,417,719
application_1527220447442_57777,SUCCESS,2018/05/26 07:30:27,2018/05/26 07:37:24,2018/05/26 07:40:48,00:6:57,00:10:21,417,621
application_1527220447442_57899,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_56694,SUCCESS,2018/05/26 07:11:12,2018/05/26 07:18:09,2018/05/26 07:20:46,00:6:57,00:9:34,417,574
application_1527220447442_57901,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_56655,SUCCESS,2018/05/26 07:11:11,2018/05/26 07:18:08,2018/05/26 07:20:33,00:6:57,00:9:22,417,562
application_1527220447442_57898,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_57919,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_64351,SUCCESS,2018/05/26 09:16:26,2018/05/26 09:23:23,2018/05/26 09:24:21,00:6:57,00:7:55,417,475
application_1527220447442_56657,SUCCESS,2018/05/26 07:11:12,2018/05/26 07:18:09,2018/05/26 07:20:46,00:6:57,00:9:34,417,574
application_1527220447442_56676,SUCCESS,2018/05/26 07:11:12,2018/05/26 07:18:09,2018/05/26 07:20:46,00:6:57,00:9:34,417,574
application_1527220447442_57897,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_57900,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_57798,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_57821,SUCCESS,2018/05/26 07:30:26,2018/05/26 07:37:23,2018/05/26 07:40:48,00:6:57,00:10:22,417,622
application_1527220447442_57779,SUCCESS,2018/05/26 07:30:27,2018/05/26 07:37:24,2018/05/26 07:40:48,00:6:57,00:10:21,417,621
application_1527220447442_56683,SUCCESS,2018/05/26 07:11:12,2018/05/26 07:18:09,2018/05/26 07:20:44,00:6:57,00:9:32,417,572
application_1527220447442_57922,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:57,00:10:21,417,621
application_1527220447442_61325,SUCCESS,2018/05/26 08:12:47,2018/05/26 08:19:44,2018/05/26 08:22:05,00:6:57,00:9:18,417,558
application_1527220447442_54203,SUCCESS,2018/05/26 06:32:38,2018/05/26 06:39:34,2018/05/26 06:44:27,00:6:56,00:11:49,416,709
application_1527220447442_57810,SUCCESS,2018/05/26 07:30:08,2018/05/26 07:37:04,2018/05/26 07:40:16,00:6:56,00:10:8,416,608
application_1527220447442_57837,SUCCESS,2018/05/26 07:30:28,2018/05/26 07:37:24,2018/05/26 07:40:48,00:6:56,00:10:20,416,620
application_1527220447442_57894,SUCCESS,2018/05/26 07:30:29,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:56,00:10:19,416,619
application_1527220447442_56334,SUCCESS,2018/05/26 07:03:46,2018/05/26 07:10:42,2018/05/26 07:17:13,00:6:56,00:13:27,416,807
application_1527220447442_57904,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:56,00:10:20,416,620
application_1527220447442_57914,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:26,2018/05/26 07:40:51,00:6:56,00:10:21,416,621
application_1527220447442_57815,SUCCESS,2018/05/26 07:30:08,2018/05/26 07:37:04,2018/05/26 07:40:16,00:6:56,00:10:8,416,608
application_1527220447442_63000,SUCCESS,2018/05/26 08:45:20,2018/05/26 08:52:16,2018/05/26 08:57:32,00:6:56,00:12:12,416,732
application_1527220447442_40404,SUCCESS,2018/05/26 01:32:37,2018/05/26 01:39:32,2018/05/26 01:44:02,00:6:55,00:11:25,415,685
application_1527220447442_57929,SUCCESS,2018/05/26 07:30:32,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:55,00:10:19,415,619
application_1527220447442_60473,SUCCESS,2018/05/26 08:01:28,2018/05/26 08:08:23,2018/05/26 08:11:59,00:6:55,00:10:31,415,631
application_1527220447442_52337,SUCCESS,2018/05/26 06:08:47,2018/05/26 06:15:42,2018/05/26 06:23:51,00:6:55,00:15:4,415,904
application_1527220447442_57950,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_56530,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_57906,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:26,2018/05/26 07:40:51,00:6:55,00:10:20,415,620
application_1527220447442_52361,SUCCESS,2018/05/26 06:08:59,2018/05/26 06:15:54,2018/05/26 06:19:57,00:6:55,00:10:58,415,658
application_1527220447442_57941,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_57949,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_57936,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_56604,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_40408,SUCCESS,2018/05/26 01:32:36,2018/05/26 01:39:31,2018/05/26 01:44:02,00:6:55,00:11:26,415,686
application_1527220447442_57963,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:29,2018/05/26 07:40:52,00:6:55,00:10:18,415,618
application_1527220447442_56596,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_57896,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:26,2018/05/26 07:40:51,00:6:55,00:10:20,415,620
application_1527220447442_56534,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_57863,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:29,2018/05/26 07:40:52,00:6:55,00:10:18,415,618
application_1527220447442_56701,SUCCESS,2018/05/26 07:11:15,2018/05/26 07:18:10,2018/05/26 07:20:48,00:6:55,00:9:33,415,573
application_1527220447442_57916,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:55,00:10:18,415,618
application_1527220447442_57924,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:26,2018/05/26 07:40:51,00:6:55,00:10:20,415,620
application_1527220447442_57913,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:25,2018/05/26 07:40:49,00:6:55,00:10:19,415,619
application_1527220447442_57937,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_57964,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:29,2018/05/26 07:40:52,00:6:55,00:10:18,415,618
application_1527220447442_57956,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:55,00:10:19,415,619
application_1527220447442_57893,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:55,00:10:18,415,618
application_1527220447442_56764,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:12,2018/05/26 07:20:49,00:6:55,00:9:32,415,572
application_1527220447442_57918,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:55,00:10:18,415,618
application_1527220447442_56532,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_56763,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:12,2018/05/26 07:20:49,00:6:55,00:9:32,415,572
application_1527220447442_56711,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:12,2018/05/26 07:20:46,00:6:55,00:9:29,415,569
application_1527220447442_56556,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:45,2018/05/26 07:19:57,00:6:55,00:9:7,415,547
application_1527220447442_57882,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:55,00:10:18,415,618
application_1527220447442_57915,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:25,2018/05/26 07:40:49,00:6:54,00:10:18,414,618
application_1527220447442_57940,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:54,00:10:18,414,618
application_1527220447442_40403,SUCCESS,2018/05/26 01:32:38,2018/05/26 01:39:32,2018/05/26 01:44:03,00:6:54,00:11:25,414,685
application_1527220447442_57911,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:25,2018/05/26 07:40:49,00:6:54,00:10:18,414,618
application_1527220447442_57890,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_61920,SUCCESS,2018/05/26 08:21:12,2018/05/26 08:28:06,2018/05/26 08:30:45,00:6:54,00:9:33,414,573
application_1527220447442_57951,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:52,00:6:54,00:10:19,414,619
application_1527220447442_56750,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:47,00:6:54,00:9:30,414,570
application_1527220447442_57935,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:52,00:6:54,00:10:19,414,619
application_1527220447442_61317,SUCCESS,2018/05/26 08:12:52,2018/05/26 08:19:46,2018/05/26 08:22:05,00:6:54,00:9:13,414,553
application_1527220447442_52344,SUCCESS,2018/05/26 06:08:52,2018/05/26 06:15:46,2018/05/26 06:19:48,00:6:54,00:10:56,414,656
application_1527220447442_57920,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:24,2018/05/26 07:40:48,00:6:54,00:10:18,414,618
application_1527220447442_57961,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_52377,SUCCESS,2018/05/26 06:09:00,2018/05/26 06:15:54,2018/05/26 06:19:57,00:6:54,00:10:57,414,657
application_1527220447442_56732,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:12,2018/05/26 07:20:47,00:6:54,00:9:29,414,569
application_1527220447442_56703,SUCCESS,2018/05/26 07:11:15,2018/05/26 07:18:09,2018/05/26 07:20:45,00:6:54,00:9:30,414,570
application_1527220447442_56744,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:12,2018/05/26 07:20:47,00:6:54,00:9:29,414,569
application_1527220447442_57965,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_61921,SUCCESS,2018/05/26 08:21:12,2018/05/26 08:28:06,2018/05/26 08:30:45,00:6:54,00:9:33,414,573
application_1527220447442_56759,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:48,00:6:54,00:9:31,414,571
application_1527220447442_57962,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_61922,SUCCESS,2018/05/26 08:21:12,2018/05/26 08:28:06,2018/05/26 08:30:45,00:6:54,00:9:33,414,573
application_1527220447442_52499,SUCCESS,2018/05/26 06:09:53,2018/05/26 06:16:47,2018/05/26 06:20:50,00:6:54,00:10:57,414,657
application_1527220447442_57945,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_57905,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:54,00:10:17,414,617
application_1527220447442_57895,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_57943,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:54,00:10:18,414,618
application_1527220447442_52357,SUCCESS,2018/05/26 06:08:57,2018/05/26 06:15:51,2018/05/26 06:19:50,00:6:54,00:10:53,414,653
application_1527220447442_56557,SUCCESS,2018/05/26 07:10:50,2018/05/26 07:17:44,2018/05/26 07:19:57,00:6:54,00:9:7,414,547
application_1527220447442_60467,SUCCESS,2018/05/26 08:01:28,2018/05/26 08:08:22,2018/05/26 08:11:58,00:6:54,00:10:30,414,630
application_1527220447442_57944,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:52,00:6:54,00:10:19,414,619
application_1527220447442_52399,SUCCESS,2018/05/26 06:09:18,2018/05/26 06:16:12,2018/05/26 06:20:18,00:6:54,00:11:0,414,660
application_1527220447442_57804,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:52,00:6:54,00:10:19,414,619
application_1527220447442_57938,SUCCESS,2018/05/26 07:30:33,2018/05/26 07:37:27,2018/05/26 07:40:51,00:6:54,00:10:18,414,618
application_1527220447442_56730,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:45,00:6:54,00:9:28,414,568
application_1527220447442_57881,SUCCESS,2018/05/26 07:30:30,2018/05/26 07:37:24,2018/05/26 07:40:48,00:6:54,00:10:18,414,618
application_1527220447442_57939,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_56718,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:47,00:6:54,00:9:30,414,570
application_1527220447442_40416,SUCCESS,2018/05/26 01:32:37,2018/05/26 01:39:31,2018/05/26 01:44:02,00:6:54,00:11:25,414,685
application_1527220447442_56737,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:12,2018/05/26 07:20:47,00:6:54,00:9:29,414,569
application_1527220447442_56707,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:47,00:6:54,00:9:30,414,570
application_1527220447442_52339,SUCCESS,2018/05/26 06:08:48,2018/05/26 06:15:42,2018/05/26 06:19:46,00:6:54,00:10:58,414,658
application_1527220447442_57908,SUCCESS,2018/05/26 07:30:31,2018/05/26 07:37:25,2018/05/26 07:40:48,00:6:54,00:10:17,414,617
application_1527220447442_52375,SUCCESS,2018/05/26 06:09:00,2018/05/26 06:15:54,2018/05/26 06:19:57,00:6:54,00:10:57,414,657
application_1527220447442_57931,SUCCESS,2018/05/26 07:30:32,2018/05/26 07:37:26,2018/05/26 07:40:51,00:6:54,00:10:19,414,619
application_1527220447442_57816,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:51,00:6:54,00:10:17,414,617
application_1527220447442_52376,SUCCESS,2018/05/26 06:09:00,2018/05/26 06:15:54,2018/05/26 06:19:57,00:6:54,00:10:57,414,657
application_1527220447442_40418,SUCCESS,2018/05/26 01:32:37,2018/05/26 01:39:31,2018/05/26 01:44:02,00:6:54,00:11:25,414,685
application_1527220447442_57958,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:28,2018/05/26 07:40:52,00:6:54,00:10:18,414,618
application_1527220447442_56765,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:45,00:6:54,00:9:28,414,568
application_1527220447442_56734,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:48,00:6:54,00:9:31,414,571
application_1527220447442_56776,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:11,2018/05/26 07:20:48,00:6:54,00:9:31,414,571
application_1527220447442_56714,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:11,2018/05/26 07:20:48,00:6:53,00:9:30,413,570
application_1527220447442_56738,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:10,2018/05/26 07:20:48,00:6:53,00:9:31,413,571
application_1527220447442_56760,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:11,2018/05/26 07:20:47,00:6:53,00:9:29,413,569
application_1527220447442_60472,SUCCESS,2018/05/26 08:01:28,2018/05/26 08:08:21,2018/05/26 08:11:58,00:6:53,00:10:30,413,630
application_1527220447442_56726,SUCCESS,2018/05/26 07:11:18,2018/05/26 07:18:11,2018/05/26 07:20:47,00:6:53,00:9:29,413,569
application_1527220447442_57942,SUCCESS,2018/05/26 07:30:34,2018/05/26 07:37:27,2018/05/26 07:40:52,00:6:53,00:10:18,413,618
application_1527220447442_40419,SUCCESS,2018/05/26 01:32:37,2018/05/26 01:39:30,2018/05/26 01:47:50,00:6:53,00:15:13,413,913
application_1527220447442_52496,SUCCESS,2018/05/26 06:09:54,2018/05/26 06:16:47,2018/05/26 06:20:50,00:6:53,00:10:56,413,656
application_1527220447442_56710,SUCCESS,2018/05/26 07:11:17,2018/05/26 07:18:10,2018/05/26 07:20:47,00:6:53,00:9:30,413,570
