application_id,status,submit_time,start_time,finished_time,allocate_time,total_time
application_1527220447442_460176,SUCCESS,2018/06/01 07:45:59,2018/06/01 07:48:50,2018/06/01 10:09:07,00:2:51,02:23:8
application_1527220447442_452163,SUCCESS,2018/06/01 05:30:17,2018/06/01 05:34:05,2018/06/01 07:10:55,00:3:48,01:40:38
application_1527220447442_457766,SUCCESS,2018/06/01 07:10:09,2018/06/01 07:12:30,2018/06/01 08:34:49,00:2:21,01:24:40
application_1527220447442_448863,SUCCESS,2018/06/01 04:30:20,2018/06/01 04:33:53,2018/06/01 05:46:06,00:3:33,01:15:46
application_1527220447442_449533,SUCCESS,2018/06/01 04:45:41,2018/06/01 04:51:35,2018/06/01 05:54:41,00:5:54,01:9:0
application_1527220447442_444849,SUCCESS,2018/06/01 03:15:21,2018/06/01 03:20:31,2018/06/01 04:22:48,00:5:10,01:7:27
application_1527220447442_452952,SUCCESS,2018/06/01 05:48:10,2018/06/01 05:54:15,2018/06/01 06:53:19,00:6:5,01:5:9
application_1527220447442_442117,SUCCESS,2018/06/01 02:20:30,2018/06/01 02:24:47,2018/06/01 03:24:04,00:4:17,01:3:34
application_1527220447442_460409,SUCCESS,2018/06/01 07:49:56,2018/06/01 07:54:17,2018/06/01 08:53:09,00:4:21,01:3:13
application_1527220447442_453333,SUCCESS,2018/06/01 05:55:10,2018/06/01 05:59:26,2018/06/01 06:57:52,00:4:16,01:2:42
application_1527220447442_449809,SUCCESS,2018/06/01 04:49:57,2018/06/01 04:54:23,2018/06/01 05:48:32,00:4:26,00:58:35
application_1527220447442_456818,SUCCESS,2018/06/01 06:54:05,2018/06/01 06:56:57,2018/06/01 07:51:41,00:2:52,00:57:36
application_1527220447442_442051,SUCCESS,2018/06/01 02:18:02,2018/06/01 02:21:56,2018/06/01 03:14:18,00:3:54,00:56:16
application_1527220447442_446404,SUCCESS,2018/06/01 03:49:30,2018/06/01 03:55:23,2018/06/01 04:44:12,00:5:53,00:54:42
application_1527220447442_443637,SUCCESS,2018/06/01 02:54:28,2018/06/01 02:55:56,2018/06/01 03:48:53,00:1:28,00:54:25
application_1527220447442_459177,SUCCESS,2018/06/01 07:26:48,2018/06/01 07:28:23,2018/06/01 08:20:32,00:1:35,00:53:44
application_1527220447442_449100,SUCCESS,2018/06/01 04:36:43,2018/06/01 04:39:45,2018/06/01 05:29:16,00:3:2,00:52:33
application_1527220447442_435916,SUCCESS,2018/06/01 00:36:53,2018/06/01 00:40:38,2018/06/01 01:28:36,00:3:45,00:51:43
application_1527220447442_446554,SUCCESS,2018/06/01 03:56:52,2018/06/01 04:00:25,2018/06/01 04:48:12,00:3:33,00:51:20
application_1527220447442_453229,SUCCESS,2018/06/01 05:51:23,2018/06/01 05:56:32,2018/06/01 06:41:09,00:5:9,00:49:46
application_1527220447442_439652,SUCCESS,2018/06/01 01:26:40,2018/06/01 01:29:58,2018/06/01 02:16:13,00:3:18,00:49:33
application_1527220447442_444308,SUCCESS,2018/06/01 03:07:54,2018/06/01 03:13:14,2018/06/01 03:57:07,00:5:20,00:49:13
application_1527220447442_452239,SUCCESS,2018/06/01 05:32:57,2018/06/01 05:36:32,2018/06/01 06:21:41,00:3:35,00:48:44
application_1527220447442_439715,SUCCESS,2018/06/01 01:28:41,2018/06/01 01:30:49,2018/06/01 02:17:14,00:2:8,00:48:33
application_1527220447442_438927,SUCCESS,2018/06/01 01:15:11,2018/06/01 01:19:02,2018/06/01 02:03:27,00:3:51,00:48:16
application_1527220447442_456135,SUCCESS,2018/06/01 06:40:30,2018/06/01 06:43:36,2018/06/01 07:27:19,00:3:6,00:46:49
application_1527220447442_445391,SUCCESS,2018/06/01 03:26:15,2018/06/01 03:29:07,2018/06/01 04:11:52,00:2:52,00:45:37
application_1527220447442_457007,SUCCESS,2018/06/01 06:57:49,2018/06/01 06:59:33,2018/06/01 07:43:15,00:1:44,00:45:26
application_1527220447442_436782,SUCCESS,2018/06/01 00:42:31,2018/06/01 00:48:05,2018/06/01 01:26:19,00:5:34,00:43:48
application_1527220447442_440949,SUCCESS,2018/06/01 01:58:20,2018/06/01 02:00:37,2018/06/01 02:42:05,00:2:17,00:43:45
application_1527220447442_455299,SUCCESS,2018/06/01 06:21:42,2018/06/01 06:26:58,2018/06/01 07:04:47,00:5:16,00:43:5
application_1527220447442_449540,SUCCESS,2018/06/01 04:47:48,2018/06/01 04:53:26,2018/06/01 05:29:57,00:5:38,00:42:9
application_1527220447442_443212,SUCCESS,2018/06/01 02:42:44,2018/06/01 02:45:01,2018/06/01 03:24:41,00:2:17,00:41:57
application_1527220447442_444085,SUCCESS,2018/06/01 03:05:36,2018/06/01 03:09:00,2018/06/01 03:46:51,00:3:24,00:41:15
application_1527220447442_446287,SUCCESS,2018/06/01 03:48:58,2018/06/01 03:54:40,2018/06/01 04:30:02,00:5:42,00:41:4
application_1527220447442_457295,SUCCESS,2018/06/01 07:06:18,2018/06/01 07:09:21,2018/06/01 07:46:18,00:3:3,00:40:0
application_1527220447442_442585,SUCCESS,2018/06/01 02:27:20,2018/06/01 02:33:15,2018/06/01 03:05:36,00:5:55,00:38:16
application_1527220447442_435707,SUCCESS,2018/06/01 00:33:12,2018/06/01 00:37:32,2018/06/01 01:09:24,00:4:20,00:36:12
application_1527220447442_437932,SUCCESS,2018/06/01 01:02:33,2018/06/01 01:06:33,2018/06/01 01:37:51,00:4:0,00:35:18
application_1527220447442_436664,SUCCESS,2018/06/01 00:42:26,2018/06/01 00:48:06,2018/06/01 01:16:03,00:5:40,00:33:37
application_1527220447442_452891,SUCCESS,2018/06/01 05:45:06,2018/06/01 05:52:02,2018/06/01 06:18:20,00:6:56,00:33:14
application_1527220447442_442888,SUCCESS,2018/06/01 02:34:23,2018/06/01 02:38:22,2018/06/01 03:07:22,00:3:59,00:32:59
application_1527220447442_435611,SUCCESS,2018/06/01 00:31:03,2018/06/01 00:34:54,2018/06/01 01:02:50,00:3:51,00:31:47
application_1527220447442_449937,SUCCESS,2018/06/01 04:54:58,2018/06/01 04:56:58,2018/06/01 05:26:20,00:2:0,00:31:22
application_1527220447442_437544,SUCCESS,2018/06/01 00:51:44,2018/06/01 00:56:07,2018/06/01 01:22:15,00:4:23,00:30:31
application_1527220447442_452077,SUCCESS,2018/06/01 05:27:24,2018/06/01 05:33:08,2018/06/01 05:57:05,00:5:44,00:29:41
application_1527220447442_442631,SUCCESS,2018/06/01 02:29:24,2018/06/01 02:33:29,2018/06/01 02:57:57,00:4:5,00:28:33
application_1527220447442_444987,SUCCESS,2018/06/01 03:16:20,2018/06/01 03:21:58,2018/06/01 03:44:28,00:5:38,00:28:8
application_1527220447442_435240,SUCCESS,2018/06/01 00:23:25,2018/06/01 00:28:01,2018/06/01 00:51:23,00:4:36,00:27:58
application_1527220447442_441088,SUCCESS,2018/06/01 02:05:39,2018/06/01 02:06:26,2018/06/01 02:33:09,00:0:47,00:27:30
application_1527220447442_433998,SUCCESS,2018/06/01 00:00:30,2018/06/01 00:01:42,2018/06/01 00:27:39,00:1:12,00:27:9
application_1527220447442_451611,SUCCESS,2018/06/01 05:20:01,2018/06/01 05:24:25,2018/06/01 05:45:36,00:4:24,00:25:35
application_1527220447442_434263,SUCCESS,2018/06/01 00:07:50,2018/06/01 00:09:11,2018/06/01 00:33:16,00:1:21,00:25:26
application_1527220447442_450875,SUCCESS,2018/06/01 05:11:27,2018/06/01 05:18:43,2018/06/01 05:36:10,00:7:16,00:24:43
application_1527220447442_438886,SUCCESS,2018/06/01 01:13:55,2018/06/01 01:18:26,2018/06/01 01:38:01,00:4:31,00:24:6
application_1527220447442_453433,SUCCESS,2018/06/01 05:58:42,2018/06/01 06:02:31,2018/06/01 06:22:42,00:3:49,00:24:0
application_1527220447442_440165,SUCCESS,2018/06/01 01:38:53,2018/06/01 01:40:54,2018/06/01 02:02:20,00:2:1,00:23:27
application_1527220447442_453176,SUCCESS,2018/06/01 05:48:20,2018/06/01 05:56:00,2018/06/01 06:11:24,00:7:40,00:23:4
application_1527220447442_452160,SUCCESS,2018/06/01 05:32:42,2018/06/01 05:37:30,2018/06/01 05:55:37,00:4:48,00:22:55
application_1527220447442_453375,SUCCESS,2018/06/01 05:55:43,2018/06/01 05:59:37,2018/06/01 06:18:15,00:3:54,00:22:32
application_1527220447442_453276,SUCCESS,2018/06/01 05:52:55,2018/06/01 05:57:48,2018/06/01 06:15:27,00:4:53,00:22:32
application_1527220447442_441070,SUCCESS,2018/06/01 02:05:26,2018/06/01 02:06:27,2018/06/01 02:27:51,00:1:1,00:22:25
application_1527220447442_450206,SUCCESS,2018/06/01 05:07:50,2018/06/01 05:10:41,2018/06/01 05:30:02,00:2:51,00:22:12
application_1527220447442_447352,SUCCESS,2018/06/01 04:10:44,2018/06/01 04:16:04,2018/06/01 04:32:54,00:5:20,00:22:10
application_1527220447442_452362,SUCCESS,2018/06/01 05:40:44,2018/06/01 05:45:57,2018/06/01 06:02:53,00:5:13,00:22:9
application_1527220447442_453332,SUCCESS,2018/06/01 05:53:37,2018/06/01 05:57:56,2018/06/01 06:15:29,00:4:19,00:21:52
application_1527220447442_450196,SUCCESS,2018/06/01 05:03:44,2018/06/01 05:05:52,2018/06/01 05:25:25,00:2:8,00:21:41
application_1527220447442_448834,SUCCESS,2018/06/01 04:32:11,2018/06/01 04:34:11,2018/06/01 04:53:22,00:2:0,00:21:11
application_1527220447442_449579,SUCCESS,2018/06/01 04:47:44,2018/06/01 04:54:24,2018/06/01 05:08:49,00:6:40,00:21:5
application_1527220447442_451830,SUCCESS,2018/06/01 05:25:07,2018/06/01 05:30:11,2018/06/01 05:46:02,00:5:4,00:20:55
application_1527220447442_437579,SUCCESS,2018/06/01 00:53:52,2018/06/01 00:56:28,2018/06/01 01:14:18,00:2:36,00:20:26
application_1527220447442_451731,SUCCESS,2018/06/01 05:22:49,2018/06/01 05:29:32,2018/06/01 05:42:34,00:6:43,00:19:45
application_1527220447442_449280,SUCCESS,2018/06/01 04:45:10,2018/06/01 04:51:32,2018/06/01 05:04:41,00:6:22,00:19:31
application_1527220447442_450606,SUCCESS,2018/06/01 05:10:23,2018/06/01 05:23:12,2018/06/01 05:29:41,00:12:49,00:19:18
application_1527220447442_449537,SUCCESS,2018/06/01 04:46:51,2018/06/01 04:52:20,2018/06/01 05:05:56,00:5:29,00:19:5
application_1527220447442_451970,SUCCESS,2018/06/01 05:25:04,2018/06/01 05:30:14,2018/06/01 05:43:49,00:5:10,00:18:45
application_1527220447442_452355,SUCCESS,2018/06/01 05:38:20,2018/06/01 05:42:47,2018/06/01 05:57:04,00:4:27,00:18:44
application_1527220447442_442246,SUCCESS,2018/06/01 02:20:52,2018/06/01 02:26:06,2018/06/01 02:39:29,00:5:14,00:18:37
application_1527220447442_451268,SUCCESS,2018/06/01 05:13:59,2018/06/01 05:20:06,2018/06/01 05:32:30,00:6:7,00:18:31
application_1527220447442_443726,SUCCESS,2018/06/01 02:57:55,2018/06/01 02:59:19,2018/06/01 03:16:06,00:1:24,00:18:11
application_1527220447442_453455,SUCCESS,2018/06/01 05:58:53,2018/06/01 06:03:01,2018/06/01 06:17:01,00:4:8,00:18:8
application_1527220447442_452834,SUCCESS,2018/06/01 05:43:49,2018/06/01 05:50:30,2018/06/01 06:01:49,00:6:41,00:18:0
application_1527220447442_452229,SUCCESS,2018/06/01 05:31:41,2018/06/01 05:36:08,2018/06/01 05:49:30,00:4:27,00:17:49
application_1527220447442_453607,SUCCESS,2018/06/01 06:03:32,2018/06/01 06:06:40,2018/06/01 06:21:12,00:3:8,00:17:40
application_1527220447442_455297,SUCCESS,2018/06/01 06:21:39,2018/06/01 06:26:58,2018/06/01 06:39:13,00:5:19,00:17:34
application_1527220447442_451840,SUCCESS,2018/06/01 05:22:57,2018/06/01 05:28:50,2018/06/01 05:40:25,00:5:53,00:17:28
application_1527220447442_455296,SUCCESS,2018/06/01 06:21:38,2018/06/01 06:26:56,2018/06/01 06:39:06,00:5:18,00:17:28
application_1527220447442_450685,SUCCESS,2018/06/01 05:12:18,2018/06/01 05:18:48,2018/06/01 05:29:42,00:6:30,00:17:24
application_1527220447442_452631,SUCCESS,2018/06/01 05:42:25,2018/06/01 05:49:33,2018/06/01 05:58:53,00:7:8,00:16:28
application_1527220447442_449554,SUCCESS,2018/06/01 04:47:43,2018/06/01 04:53:24,2018/06/01 05:04:05,00:5:41,00:16:22
application_1527220447442_436109,SUCCESS,2018/06/01 00:37:54,2018/06/01 00:41:27,2018/06/01 00:54:12,00:3:33,00:16:18
application_1527220447442_451273,SUCCESS,2018/06/01 05:15:59,2018/06/01 05:21:41,2018/06/01 05:32:16,00:5:42,00:16:17
application_1527220447442_450617,SUCCESS,2018/06/01 05:08:44,2018/06/01 05:12:22,2018/06/01 05:24:48,00:3:38,00:16:4
application_1527220447442_455726,SUCCESS,2018/06/01 06:30:39,2018/06/01 06:37:44,2018/06/01 06:46:42,00:7:5,00:16:3
application_1527220447442_448452,SUCCESS,2018/06/01 04:22:55,2018/06/01 04:27:47,2018/06/01 04:38:54,00:4:52,00:15:59
application_1527220447442_450578,SUCCESS,2018/06/01 05:08:34,2018/06/01 05:12:21,2018/06/01 05:24:32,00:3:47,00:15:58
application_1527220447442_453675,SUCCESS,2018/06/01 06:07:32,2018/06/01 06:12:33,2018/06/01 06:23:29,00:5:1,00:15:57
application_1527220447442_456222,SUCCESS,2018/06/01 06:43:49,2018/06/01 06:48:34,2018/06/01 06:59:44,00:4:45,00:15:55
application_1527220447442_450972,SUCCESS,2018/06/01 05:11:29,2018/06/01 05:18:30,2018/06/01 05:27:23,00:7:1,00:15:54
application_1527220447442_455755,SUCCESS,2018/06/01 06:31:07,2018/06/01 06:37:43,2018/06/01 06:46:47,00:6:36,00:15:40
application_1527220447442_452248,SUCCESS,2018/06/01 05:33:11,2018/06/01 05:39:22,2018/06/01 05:48:43,00:6:11,00:15:32
application_1527220447442_450796,SUCCESS,2018/06/01 05:10:30,2018/06/01 05:16:56,2018/06/01 05:25:58,00:6:26,00:15:28
application_1527220447442_452943,SUCCESS,2018/06/01 05:46:45,2018/06/01 05:53:33,2018/06/01 06:02:13,00:6:48,00:15:28
application_1527220447442_451005,SUCCESS,2018/06/01 05:11:54,2018/06/01 05:19:18,2018/06/01 05:27:22,00:7:24,00:15:28
application_1527220447442_452886,SUCCESS,2018/06/01 05:47:24,2018/06/01 05:55:45,2018/06/01 06:02:45,00:8:21,00:15:21
application_1527220447442_440562,SUCCESS,2018/06/01 01:47:03,2018/06/01 01:52:20,2018/06/01 02:02:24,00:5:17,00:15:21
application_1527220447442_450591,SUCCESS,2018/06/01 05:10:47,2018/06/01 05:17:00,2018/06/01 05:26:06,00:6:13,00:15:19
application_1527220447442_450691,SUCCESS,2018/06/01 05:10:43,2018/06/01 05:16:58,2018/06/01 05:26:02,00:6:15,00:15:19
application_1527220447442_450887,SUCCESS,2018/06/01 05:10:48,2018/06/01 05:17:29,2018/06/01 05:26:06,00:6:41,00:15:18
application_1527220447442_452609,SUCCESS,2018/06/01 05:41:51,2018/06/01 05:46:50,2018/06/01 05:56:56,00:4:59,00:15:5
application_1527220447442_439866,SUCCESS,2018/06/01 01:33:29,2018/06/01 01:34:35,2018/06/01 01:48:26,00:1:6,00:14:57
application_1527220447442_452625,SUCCESS,2018/06/01 05:42:31,2018/06/01 05:48:10,2018/06/01 05:57:26,00:5:39,00:14:55
application_1527220447442_453285,SUCCESS,2018/06/01 05:52:53,2018/06/01 05:57:54,2018/06/01 06:07:43,00:5:1,00:14:50
application_1527220447442_450748,SUCCESS,2018/06/01 05:10:21,2018/06/01 05:17:01,2018/06/01 05:25:04,00:6:40,00:14:43
application_1527220447442_450272,SUCCESS,2018/06/01 05:10:21,2018/06/01 05:17:00,2018/06/01 05:25:03,00:6:39,00:14:42
application_1527220447442_442551,SUCCESS,2018/06/01 02:26:00,2018/06/01 02:31:38,2018/06/01 02:40:42,00:5:38,00:14:42
application_1527220447442_450579,SUCCESS,2018/06/01 05:10:21,2018/06/01 05:16:46,2018/06/01 05:25:03,00:6:25,00:14:42
application_1527220447442_452618,SUCCESS,2018/06/01 05:42:57,2018/06/01 05:50:13,2018/06/01 05:57:39,00:7:16,00:14:42
application_1527220447442_452632,SUCCESS,2018/06/01 05:43:49,2018/06/01 05:50:13,2018/06/01 05:58:24,00:6:24,00:14:35
application_1527220447442_452118,SUCCESS,2018/06/01 05:28:20,2018/06/01 05:32:53,2018/06/01 05:42:52,00:4:33,00:14:32
application_1527220447442_452280,SUCCESS,2018/06/01 05:36:06,2018/06/01 05:40:34,2018/06/01 05:50:32,00:4:28,00:14:26
application_1527220447442_451965,SUCCESS,2018/06/01 05:25:13,2018/06/01 05:29:59,2018/06/01 05:39:38,00:4:46,00:14:25
application_1527220447442_449507,SUCCESS,2018/06/01 04:46:37,2018/06/01 04:52:20,2018/06/01 05:01:00,00:5:43,00:14:23
application_1527220447442_455118,SUCCESS,2018/06/01 06:19:48,2018/06/01 06:26:57,2018/06/01 06:34:06,00:7:9,00:14:18
application_1527220447442_452268,SUCCESS,2018/06/01 05:33:53,2018/06/01 05:38:20,2018/06/01 05:48:10,00:4:27,00:14:17
application_1527220447442_448913,SUCCESS,2018/06/01 04:33:45,2018/06/01 04:38:21,2018/06/01 04:47:59,00:4:36,00:14:14
application_1527220447442_452594,SUCCESS,2018/06/01 05:40:00,2018/06/01 05:46:21,2018/06/01 05:54:14,00:6:21,00:14:14
application_1527220447442_452587,SUCCESS,2018/06/01 05:45:21,2018/06/01 05:52:06,2018/06/01 05:59:32,00:6:45,00:14:11
application_1527220447442_448595,SUCCESS,2018/06/01 04:24:45,2018/06/01 04:28:13,2018/06/01 04:38:54,00:3:28,00:14:9
application_1527220447442_449880,SUCCESS,2018/06/01 04:51:37,2018/06/01 04:54:34,2018/06/01 05:05:40,00:2:57,00:14:3
application_1527220447442_451975,SUCCESS,2018/06/01 05:26:33,2018/06/01 05:31:02,2018/06/01 05:40:35,00:4:29,00:14:2
application_1527220447442_456483,SUCCESS,2018/06/01 06:46:57,2018/06/01 06:53:23,2018/06/01 07:00:58,00:6:26,00:14:1
application_1527220447442_452892,SUCCESS,2018/06/01 05:45:25,2018/06/01 05:52:18,2018/06/01 05:59:24,00:6:53,00:13:59
application_1527220447442_455710,SUCCESS,2018/06/01 06:29:48,2018/06/01 06:34:42,2018/06/01 06:43:45,00:4:54,00:13:57
application_1527220447442_452447,SUCCESS,2018/06/01 05:38:32,2018/06/01 05:42:47,2018/06/01 05:52:28,00:4:15,00:13:56
application_1527220447442_448157,SUCCESS,2018/06/01 04:19:15,2018/06/01 04:23:57,2018/06/01 04:33:06,00:4:42,00:13:51
application_1527220447442_434531,SUCCESS,2018/06/01 00:10:52,2018/06/01 00:13:51,2018/06/01 00:24:34,00:2:59,00:13:42
application_1527220447442_450753,SUCCESS,2018/06/01 05:11:21,2018/06/01 05:18:39,2018/06/01 05:24:59,00:7:18,00:13:38
application_1527220447442_451845,SUCCESS,2018/06/01 05:24:14,2018/06/01 05:29:33,2018/06/01 05:37:39,00:5:19,00:13:25
application_1527220447442_445375,SUCCESS,2018/06/01 03:24:46,2018/06/01 03:27:54,2018/06/01 03:38:10,00:3:8,00:13:24
application_1527220447442_448137,SUCCESS,2018/06/01 04:17:48,2018/06/01 04:22:18,2018/06/01 04:31:10,00:4:30,00:13:22
application_1527220447442_451034,SUCCESS,2018/06/01 05:11:37,2018/06/01 05:18:45,2018/06/01 05:24:59,00:7:8,00:13:22
application_1527220447442_451032,SUCCESS,2018/06/01 05:11:42,2018/06/01 05:18:32,2018/06/01 05:25:01,00:6:50,00:13:19
application_1527220447442_450608,SUCCESS,2018/06/01 05:11:40,2018/06/01 05:18:44,2018/06/01 05:24:59,00:7:4,00:13:19
application_1527220447442_450871,SUCCESS,2018/06/01 05:11:43,2018/06/01 05:18:33,2018/06/01 05:25:01,00:6:50,00:13:18
application_1527220447442_441531,SUCCESS,2018/06/01 02:13:17,2018/06/01 02:15:55,2018/06/01 02:26:33,00:2:38,00:13:16
application_1527220447442_450584,SUCCESS,2018/06/01 05:09:19,2018/06/01 05:17:45,2018/06/01 05:22:34,00:8:26,00:13:15
application_1527220447442_447862,SUCCESS,2018/06/01 04:15:25,2018/06/01 04:22:09,2018/06/01 04:28:39,00:6:44,00:13:14
application_1527220447442_450816,SUCCESS,2018/06/01 05:11:57,2018/06/01 05:18:50,2018/06/01 05:25:10,00:6:53,00:13:13
application_1527220447442_452885,SUCCESS,2018/06/01 05:44:59,2018/06/01 05:52:09,2018/06/01 05:58:10,00:7:10,00:13:11
application_1527220447442_440506,SUCCESS,2018/06/01 01:47:10,2018/06/01 01:53:41,2018/06/01 02:00:19,00:6:31,00:13:9
application_1527220447442_453611,SUCCESS,2018/06/01 06:05:12,2018/06/01 06:07:41,2018/06/01 06:18:20,00:2:29,00:13:8
application_1527220447442_452245,SUCCESS,2018/06/01 05:32:56,2018/06/01 05:37:30,2018/06/01 05:46:01,00:4:34,00:13:5
application_1527220447442_452250,SUCCESS,2018/06/01 05:32:57,2018/06/01 05:37:41,2018/06/01 05:46:02,00:4:44,00:13:5
application_1527220447442_456321,SUCCESS,2018/06/01 06:44:26,2018/06/01 06:50:27,2018/06/01 06:57:29,00:6:1,00:13:3
application_1527220447442_450575,SUCCESS,2018/06/01 05:10:33,2018/06/01 05:16:59,2018/06/01 05:23:35,00:6:26,00:13:2
application_1527220447442_451951,SUCCESS,2018/06/01 05:25:42,2018/06/01 05:30:27,2018/06/01 05:38:43,00:4:45,00:13:1
application_1527220447442_439351,SUCCESS,2018/06/01 01:22:00,2018/06/01 01:26:57,2018/06/01 01:35:01,00:4:57,00:13:1
application_1527220447442_446955,SUCCESS,2018/06/01 04:06:32,2018/06/01 04:08:07,2018/06/01 04:19:33,00:1:35,00:13:1
application_1527220447442_452903,SUCCESS,2018/06/01 05:45:09,2018/06/01 05:52:01,2018/06/01 05:58:09,00:6:52,00:13:0
application_1527220447442_450982,SUCCESS,2018/06/01 05:12:10,2018/06/01 05:18:42,2018/06/01 05:25:10,00:6:32,00:13:0
application_1527220447442_454582,SUCCESS,2018/06/01 06:12:27,2018/06/01 06:15:51,2018/06/01 06:25:26,00:3:24,00:12:59
application_1527220447442_452225,SUCCESS,2018/06/01 05:33:04,2018/06/01 05:36:32,2018/06/01 05:46:02,00:3:28,00:12:58
application_1527220447442_450953,SUCCESS,2018/06/01 05:12:10,2018/06/01 05:18:42,2018/06/01 05:25:08,00:6:32,00:12:58
application_1527220447442_452226,SUCCESS,2018/06/01 05:32:42,2018/06/01 05:36:11,2018/06/01 05:45:39,00:3:29,00:12:57
application_1527220447442_451508,SUCCESS,2018/06/01 05:19:01,2018/06/01 05:23:18,2018/06/01 05:31:58,00:4:17,00:12:57
application_1527220447442_452635,SUCCESS,2018/06/01 05:42:20,2018/06/01 05:48:25,2018/06/01 05:55:14,00:6:5,00:12:54
application_1527220447442_450980,SUCCESS,2018/06/01 05:12:14,2018/06/01 05:18:43,2018/06/01 05:25:08,00:6:29,00:12:54
application_1527220447442_450874,SUCCESS,2018/06/01 05:11:00,2018/06/01 05:17:30,2018/06/01 05:23:54,00:6:30,00:12:54
application_1527220447442_452140,SUCCESS,2018/06/01 05:33:08,2018/06/01 05:36:32,2018/06/01 05:46:02,00:3:24,00:12:54
application_1527220447442_450783,SUCCESS,2018/06/01 05:12:16,2018/06/01 05:19:18,2018/06/01 05:25:08,00:7:2,00:12:52
application_1527220447442_441095,SUCCESS,2018/06/01 02:05:09,2018/06/01 02:06:34,2018/06/01 02:18:00,00:1:25,00:12:51
application_1527220447442_452040,SUCCESS,2018/06/01 05:26:00,2018/06/01 05:30:46,2018/06/01 05:38:49,00:4:46,00:12:49
application_1527220447442_452227,SUCCESS,2018/06/01 05:33:16,2018/06/01 05:36:36,2018/06/01 05:46:04,00:3:20,00:12:48
application_1527220447442_452159,SUCCESS,2018/06/01 05:31:00,2018/06/01 05:34:53,2018/06/01 05:43:47,00:3:53,00:12:47
application_1527220447442_446500,SUCCESS,2018/06/01 03:56:34,2018/06/01 04:00:24,2018/06/01 04:09:20,00:3:50,00:12:46
application_1527220447442_451493,SUCCESS,2018/06/01 05:19:23,2018/06/01 05:23:56,2018/06/01 05:32:08,00:4:33,00:12:45
application_1527220447442_450814,SUCCESS,2018/06/01 05:12:58,2018/06/01 05:19:31,2018/06/01 05:25:42,00:6:33,00:12:44
application_1527220447442_450771,SUCCESS,2018/06/01 05:12:59,2018/06/01 05:19:28,2018/06/01 05:25:42,00:6:29,00:12:43
application_1527220447442_446235,SUCCESS,2018/06/01 03:50:14,2018/06/01 03:55:39,2018/06/01 04:02:56,00:5:25,00:12:42
application_1527220447442_450616,SUCCESS,2018/06/01 05:12:27,2018/06/01 05:18:41,2018/06/01 05:25:08,00:6:14,00:12:41
application_1527220447442_450869,SUCCESS,2018/06/01 05:12:31,2018/06/01 05:19:18,2018/06/01 05:25:11,00:6:47,00:12:40
application_1527220447442_451651,SUCCESS,2018/06/01 05:21:08,2018/06/01 05:26:03,2018/06/01 05:33:43,00:4:55,00:12:35
application_1527220447442_453185,SUCCESS,2018/06/01 05:49:44,2018/06/01 05:55:47,2018/06/01 06:02:18,00:6:3,00:12:34
application_1527220447442_452111,SUCCESS,2018/06/01 05:28:11,2018/06/01 05:33:01,2018/06/01 05:40:45,00:4:50,00:12:34
application_1527220447442_455110,SUCCESS,2018/06/01 06:18:28,2018/06/01 06:22:53,2018/06/01 06:31:01,00:4:25,00:12:33
application_1527220447442_451000,SUCCESS,2018/06/01 05:13:44,2018/06/01 05:19:45,2018/06/01 05:26:14,00:6:1,00:12:30
application_1527220447442_456006,SUCCESS,2018/06/01 06:40:53,2018/06/01 06:44:32,2018/06/01 06:53:23,00:3:39,00:12:30
application_1527220447442_448849,SUCCESS,2018/06/01 04:32:24,2018/06/01 04:34:37,2018/06/01 04:44:53,00:2:13,00:12:29
application_1527220447442_451839,SUCCESS,2018/06/01 05:26:33,2018/06/01 05:30:58,2018/06/01 05:39:01,00:4:25,00:12:28
application_1527220447442_453490,SUCCESS,2018/06/01 06:00:47,2018/06/01 06:04:52,2018/06/01 06:13:15,00:4:5,00:12:28
application_1527220447442_452230,SUCCESS,2018/06/01 05:32:08,2018/06/01 05:35:12,2018/06/01 05:44:34,00:3:4,00:12:26
application_1527220447442_451116,SUCCESS,2018/06/01 05:14:25,2018/06/01 05:20:15,2018/06/01 05:26:50,00:5:50,00:12:25
application_1527220447442_455620,SUCCESS,2018/06/01 06:27:17,2018/06/01 06:32:13,2018/06/01 06:39:42,00:4:56,00:12:25
application_1527220447442_453408,SUCCESS,2018/06/01 05:56:52,2018/06/01 06:01:19,2018/06/01 06:09:16,00:4:27,00:12:24
application_1527220447442_452074,SUCCESS,2018/06/01 05:27:04,2018/06/01 05:32:43,2018/06/01 05:39:26,00:5:39,00:12:22
application_1527220447442_455911,SUCCESS,2018/06/01 06:38:20,2018/06/01 06:40:55,2018/06/01 06:50:40,00:2:35,00:12:20
application_1527220447442_450612,SUCCESS,2018/06/01 05:10:22,2018/06/01 05:17:30,2018/06/01 05:22:41,00:7:8,00:12:19
application_1527220447442_456336,SUCCESS,2018/06/01 06:44:26,2018/06/01 06:50:21,2018/06/01 06:56:45,00:5:55,00:12:19
application_1527220447442_455617,SUCCESS,2018/06/01 06:26:56,2018/06/01 06:31:41,2018/06/01 06:39:14,00:4:45,00:12:18
application_1527220447442_450605,SUCCESS,2018/06/01 05:10:23,2018/06/01 05:16:03,2018/06/01 05:22:39,00:5:40,00:12:16
application_1527220447442_451225,SUCCESS,2018/06/01 05:14:37,2018/06/01 05:20:22,2018/06/01 05:26:53,00:5:45,00:12:16
