application_id,status,submit_time,start_time,finished_time,allocate_time,total_time
application_1527220447442_42095,SUCCESS,2018/05/26 02:01:51,2018/05/26 03:12:28,2018/05/26 03:40:28,01:10:37,01:38:37
application_1527220447442_42198,SUCCESS,2018/05/26 02:17:49,2018/05/26 03:12:29,2018/05/26 03:55:45,00:54:40,01:37:56
application_1527220447442_42199,SUCCESS,2018/05/26 02:17:55,2018/05/26 03:12:28,2018/05/26 03:55:45,00:54:33,01:37:50
application_1527220447442_42200,SUCCESS,2018/05/26 02:17:57,2018/05/26 03:12:29,2018/05/26 03:55:45,00:54:32,01:37:48
application_1527220447442_42203,SUCCESS,2018/05/26 02:18:10,2018/05/26 03:12:29,2018/05/26 03:55:57,00:54:19,01:37:47
application_1527220447442_42201,SUCCESS,2018/05/26 02:18:06,2018/05/26 03:12:29,2018/05/26 03:55:45,00:54:23,01:37:39
application_1527220447442_42202,SUCCESS,2018/05/26 02:18:06,2018/05/26 03:12:29,2018/05/26 03:55:45,00:54:23,01:37:39
application_1527220447442_42206,SUCCESS,2018/05/26 02:18:26,2018/05/26 03:12:29,2018/05/26 03:55:45,00:54:3,01:37:19
application_1527220447442_42204,SUCCESS,2018/05/26 02:18:35,2018/05/26 03:12:29,2018/05/26 03:55:45,00:53:54,01:37:10
application_1527220447442_42207,SUCCESS,2018/05/26 02:18:47,2018/05/26 03:12:47,2018/05/26 03:55:57,00:54:0,01:37:10
application_1527220447442_42205,SUCCESS,2018/05/26 02:18:49,2018/05/26 03:12:29,2018/05/26 03:55:57,00:53:40,01:37:8
application_1527220447442_42102,SUCCESS,2018/05/26 02:03:37,2018/05/26 03:12:28,2018/05/26 03:40:40,01:8:51,01:37:3
application_1527220447442_42209,SUCCESS,2018/05/26 02:19:16,2018/05/26 03:12:29,2018/05/26 03:55:57,00:53:13,01:36:41
application_1527220447442_42210,SUCCESS,2018/05/26 02:19:16,2018/05/26 03:12:29,2018/05/26 03:55:57,00:53:13,01:36:41
application_1527220447442_42446,SUCCESS,2018/05/26 02:22:08,2018/05/26 03:54:02,2018/05/26 03:58:45,01:31:54,01:36:37
application_1527220447442_42216,SUCCESS,2018/05/26 02:19:48,2018/05/26 03:12:29,2018/05/26 03:55:57,00:52:41,01:36:9
application_1527220447442_42833,SUCCESS,2018/05/26 02:24:52,2018/05/26 03:12:53,2018/05/26 04:00:44,00:48:1,01:35:52
application_1527220447442_42832,SUCCESS,2018/05/26 02:24:52,2018/05/26 03:12:53,2018/05/26 04:00:44,00:48:1,01:35:52
application_1527220447442_42831,SUCCESS,2018/05/26 02:24:53,2018/05/26 03:12:54,2018/05/26 04:00:44,00:48:1,01:35:51
application_1527220447442_42843,SUCCESS,2018/05/26 02:24:58,2018/05/26 03:12:53,2018/05/26 04:00:44,00:47:55,01:35:46
application_1527220447442_42845,SUCCESS,2018/05/26 02:24:59,2018/05/26 03:12:53,2018/05/26 04:00:44,00:47:54,01:35:45
application_1527220447442_42849,SUCCESS,2018/05/26 02:25:05,2018/05/26 03:12:53,2018/05/26 04:00:44,00:47:48,01:35:39
application_1527220447442_42217,SUCCESS,2018/05/26 02:20:21,2018/05/26 03:12:29,2018/05/26 03:55:57,00:52:8,01:35:36
application_1527220447442_42220,SUCCESS,2018/05/26 02:20:23,2018/05/26 03:12:30,2018/05/26 03:55:57,00:52:7,01:35:34
application_1527220447442_42864,SUCCESS,2018/05/26 02:25:25,2018/05/26 03:12:53,2018/05/26 04:00:53,00:47:28,01:35:28
application_1527220447442_42866,SUCCESS,2018/05/26 02:25:25,2018/05/26 03:12:54,2018/05/26 04:00:53,00:47:29,01:35:28
application_1527220447442_42931,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:46,2018/05/26 04:03:54,01:25:9,01:35:17
application_1527220447442_42922,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 04:03:54,01:25:10,01:35:17
application_1527220447442_42193,SUCCESS,2018/05/26 02:14:56,2018/05/26 03:12:29,2018/05/26 03:50:07,00:57:33,01:35:11
application_1527220447442_42844,SUCCESS,2018/05/26 02:24:58,2018/05/26 03:12:50,2018/05/26 04:00:02,00:47:52,01:35:4
application_1527220447442_42861,SUCCESS,2018/05/26 02:25:25,2018/05/26 03:12:50,2018/05/26 04:00:02,00:47:25,01:34:37
application_1527220447442_42860,SUCCESS,2018/05/26 02:25:25,2018/05/26 03:12:50,2018/05/26 04:00:02,00:47:25,01:34:37
application_1527220447442_42218,SUCCESS,2018/05/26 02:20:24,2018/05/26 03:12:29,2018/05/26 03:54:59,00:52:5,01:34:35
application_1527220447442_42946,SUCCESS,2018/05/26 02:29:22,2018/05/26 03:53:46,2018/05/26 04:03:56,01:24:24,01:34:34
application_1527220447442_42219,SUCCESS,2018/05/26 02:20:26,2018/05/26 03:12:29,2018/05/26 03:54:59,00:52:3,01:34:33
application_1527220447442_43030,SUCCESS,2018/05/26 02:34:16,2018/05/26 03:53:52,2018/05/26 04:08:46,01:19:36,01:34:30
application_1527220447442_42955,SUCCESS,2018/05/26 02:29:45,2018/05/26 03:53:47,2018/05/26 04:04:13,01:24:2,01:34:28
application_1527220447442_42950,SUCCESS,2018/05/26 02:29:31,2018/05/26 03:53:46,2018/05/26 04:03:56,01:24:15,01:34:25
application_1527220447442_42958,SUCCESS,2018/05/26 02:29:49,2018/05/26 03:53:47,2018/05/26 04:04:13,01:23:58,01:34:24
application_1527220447442_42116,SUCCESS,2018/05/26 02:06:30,2018/05/26 03:12:28,2018/05/26 03:40:53,01:5:58,01:34:23
application_1527220447442_42959,SUCCESS,2018/05/26 02:29:52,2018/05/26 03:53:47,2018/05/26 04:04:13,01:23:55,01:34:21
application_1527220447442_42064,SUCCESS,2018/05/26 02:01:42,2018/05/26 03:12:28,2018/05/26 03:35:35,01:10:46,01:33:53
application_1527220447442_42099,SUCCESS,2018/05/26 02:02:11,2018/05/26 03:12:27,2018/05/26 03:35:51,01:10:16,01:33:40
application_1527220447442_42571,SUCCESS,2018/05/26 02:22:20,2018/05/26 03:12:40,2018/05/26 03:55:30,00:50:20,01:33:10
application_1527220447442_47843,SUCCESS,2018/05/26 04:42:06,2018/05/26 06:08:31,2018/05/26 06:15:10,01:26:25,01:33:4
application_1527220447442_43004,SUCCESS,2018/05/26 02:31:28,2018/05/26 03:53:52,2018/05/26 04:04:10,01:22:24,01:32:42
application_1527220447442_42103,SUCCESS,2018/05/26 02:03:12,2018/05/26 03:12:28,2018/05/26 03:35:51,01:9:16,01:32:39
application_1527220447442_43009,SUCCESS,2018/05/26 02:31:32,2018/05/26 03:53:52,2018/05/26 04:04:10,01:22:20,01:32:38
application_1527220447442_43011,SUCCESS,2018/05/26 02:31:32,2018/05/26 03:53:52,2018/05/26 04:04:10,01:22:20,01:32:38
application_1527220447442_43013,SUCCESS,2018/05/26 02:31:37,2018/05/26 03:53:52,2018/05/26 04:04:10,01:22:15,01:32:33
application_1527220447442_47835,SUCCESS,2018/05/26 04:42:43,2018/05/26 06:08:32,2018/05/26 06:15:10,01:25:49,01:32:27
application_1527220447442_42708,SUCCESS,2018/05/26 02:23:02,2018/05/26 03:12:52,2018/05/26 03:55:22,00:49:50,01:32:20
application_1527220447442_42892,SUCCESS,2018/05/26 02:26:09,2018/05/26 03:53:47,2018/05/26 03:58:29,01:27:38,01:32:20
application_1527220447442_42893,SUCCESS,2018/05/26 02:26:13,2018/05/26 03:53:46,2018/05/26 03:58:29,01:27:33,01:32:16
application_1527220447442_42894,SUCCESS,2018/05/26 02:26:19,2018/05/26 03:53:46,2018/05/26 03:58:29,01:27:27,01:32:10
application_1527220447442_43017,SUCCESS,2018/05/26 02:32:09,2018/05/26 03:53:52,2018/05/26 04:04:14,01:21:43,01:32:5
application_1527220447442_42877,SUCCESS,2018/05/26 02:27:07,2018/05/26 03:53:46,2018/05/26 03:58:29,01:26:39,01:31:22
application_1527220447442_43026,SUCCESS,2018/05/26 02:32:55,2018/05/26 03:53:52,2018/05/26 04:04:14,01:20:57,01:31:19
application_1527220447442_42920,SUCCESS,2018/05/26 02:27:11,2018/05/26 03:53:47,2018/05/26 03:58:29,01:26:36,01:31:18
application_1527220447442_42130,SUCCESS,2018/05/26 02:09:32,2018/05/26 03:12:28,2018/05/26 03:40:20,01:2:56,01:30:48
application_1527220447442_42933,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:10,01:30:45
application_1527220447442_42134,SUCCESS,2018/05/26 02:09:35,2018/05/26 03:12:28,2018/05/26 03:40:20,01:2:53,01:30:45
application_1527220447442_42925,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:10,01:30:45
application_1527220447442_42930,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:10,01:30:45
application_1527220447442_42936,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:10,01:30:45
application_1527220447442_42935,SUCCESS,2018/05/26 02:28:41,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:6,01:30:41
application_1527220447442_42939,SUCCESS,2018/05/26 02:28:43,2018/05/26 03:53:47,2018/05/26 03:59:22,01:25:4,01:30:39
application_1527220447442_42940,SUCCESS,2018/05/26 02:28:43,2018/05/26 03:53:48,2018/05/26 03:59:22,01:25:5,01:30:39
application_1527220447442_42941,SUCCESS,2018/05/26 02:28:51,2018/05/26 03:53:48,2018/05/26 03:59:22,01:24:57,01:30:31
application_1527220447442_42048,SUCCESS,2018/05/26 02:00:12,2018/05/26 03:12:27,2018/05/26 03:30:39,01:12:15,01:30:27
application_1527220447442_42942,SUCCESS,2018/05/26 02:28:59,2018/05/26 03:53:47,2018/05/26 03:59:22,01:24:48,01:30:23
application_1527220447442_42139,SUCCESS,2018/05/26 02:10:06,2018/05/26 03:12:29,2018/05/26 03:40:20,01:2:23,01:30:14
application_1527220447442_42141,SUCCESS,2018/05/26 02:10:11,2018/05/26 03:12:28,2018/05/26 03:40:20,01:2:17,01:30:9
application_1527220447442_42050,SUCCESS,2018/05/26 02:00:15,2018/05/26 03:12:26,2018/05/26 03:30:23,01:12:11,01:30:8
application_1527220447442_42144,SUCCESS,2018/05/26 02:10:21,2018/05/26 03:12:29,2018/05/26 03:40:20,01:2:8,01:29:59
application_1527220447442_42921,SUCCESS,2018/05/26 02:28:34,2018/05/26 03:53:46,2018/05/26 03:58:29,01:25:12,01:29:55
application_1527220447442_42926,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:46,2018/05/26 03:58:29,01:25:9,01:29:52
application_1527220447442_42938,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42923,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42929,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42937,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42932,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42928,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42927,SUCCESS,2018/05/26 02:28:37,2018/05/26 03:53:47,2018/05/26 03:58:25,01:25:10,01:29:48
application_1527220447442_42053,SUCCESS,2018/05/26 02:00:44,2018/05/26 03:12:27,2018/05/26 03:30:23,01:11:43,01:29:39
application_1527220447442_43033,SUCCESS,2018/05/26 02:34:16,2018/05/26 03:53:53,2018/05/26 04:03:55,01:19:37,01:29:39
application_1527220447442_48032,SUCCESS,2018/05/26 04:45:30,2018/05/26 06:08:30,2018/05/26 06:15:09,01:23:0,01:29:39
application_1527220447442_42110,SUCCESS,2018/05/26 02:06:22,2018/05/26 03:12:27,2018/05/26 03:35:57,01:6:5,01:29:35
application_1527220447442_42112,SUCCESS,2018/05/26 02:06:22,2018/05/26 03:12:28,2018/05/26 03:35:57,01:6:6,01:29:35
application_1527220447442_43036,SUCCESS,2018/05/26 02:34:28,2018/05/26 03:53:53,2018/05/26 04:03:55,01:19:25,01:29:27
application_1527220447442_43035,SUCCESS,2018/05/26 02:34:29,2018/05/26 03:53:53,2018/05/26 04:03:55,01:19:24,01:29:26
application_1527220447442_43044,SUCCESS,2018/05/26 02:34:37,2018/05/26 03:53:54,2018/05/26 04:03:56,01:19:17,01:29:19
application_1527220447442_43047,SUCCESS,2018/05/26 02:34:37,2018/05/26 03:53:53,2018/05/26 04:03:56,01:19:16,01:29:19
application_1527220447442_43048,SUCCESS,2018/05/26 02:34:37,2018/05/26 03:53:53,2018/05/26 04:03:56,01:19:16,01:29:19
application_1527220447442_47925,SUCCESS,2018/05/26 04:43:21,2018/05/26 06:08:30,2018/05/26 06:12:38,01:25:9,01:29:17
application_1527220447442_42944,SUCCESS,2018/05/26 02:29:17,2018/05/26 03:53:46,2018/05/26 03:58:34,01:24:29,01:29:17
application_1527220447442_42117,SUCCESS,2018/05/26 02:06:40,2018/05/26 03:12:28,2018/05/26 03:35:57,01:5:48,01:29:17
application_1527220447442_42943,SUCCESS,2018/05/26 02:29:18,2018/05/26 03:53:47,2018/05/26 03:58:34,01:24:29,01:29:16
application_1527220447442_43050,SUCCESS,2018/05/26 02:34:43,2018/05/26 03:53:54,2018/05/26 04:03:56,01:19:11,01:29:13
application_1527220447442_42945,SUCCESS,2018/05/26 02:29:21,2018/05/26 03:53:46,2018/05/26 03:58:34,01:24:25,01:29:13
application_1527220447442_42060,SUCCESS,2018/05/26 02:01:17,2018/05/26 03:12:27,2018/05/26 03:30:23,01:11:10,01:29:6
application_1527220447442_42059,SUCCESS,2018/05/26 02:01:17,2018/05/26 03:12:28,2018/05/26 03:30:23,01:11:11,01:29:6
application_1527220447442_42084,SUCCESS,2018/05/26 02:01:25,2018/05/26 03:12:27,2018/05/26 03:30:23,01:11:2,01:28:58
application_1527220447442_42085,SUCCESS,2018/05/26 02:01:30,2018/05/26 03:12:27,2018/05/26 03:30:23,01:10:57,01:28:53
application_1527220447442_42086,SUCCESS,2018/05/26 02:01:31,2018/05/26 03:12:27,2018/05/26 03:30:23,01:10:56,01:28:52
application_1527220447442_42956,SUCCESS,2018/05/26 02:29:44,2018/05/26 03:53:47,2018/05/26 03:58:34,01:24:3,01:28:50
application_1527220447442_42954,SUCCESS,2018/05/26 02:29:44,2018/05/26 03:53:46,2018/05/26 03:58:34,01:24:2,01:28:50
application_1527220447442_42957,SUCCESS,2018/05/26 02:29:45,2018/05/26 03:53:48,2018/05/26 03:58:31,01:24:3,01:28:46
application_1527220447442_42961,SUCCESS,2018/05/26 02:29:54,2018/05/26 03:53:47,2018/05/26 03:58:31,01:23:53,01:28:37
application_1527220447442_42963,SUCCESS,2018/05/26 02:29:56,2018/05/26 03:53:47,2018/05/26 03:58:31,01:23:51,01:28:35
application_1527220447442_42504,SUCCESS,2018/05/26 02:22:32,2018/05/26 03:12:52,2018/05/26 03:50:54,00:50:20,01:28:22
application_1527220447442_42965,SUCCESS,2018/05/26 02:30:14,2018/05/26 03:53:47,2018/05/26 03:58:31,01:23:33,01:28:17
application_1527220447442_42474,SUCCESS,2018/05/26 02:22:03,2018/05/26 03:12:31,2018/05/26 03:50:14,00:50:28,01:28:11
application_1527220447442_42967,SUCCESS,2018/05/26 02:30:23,2018/05/26 03:53:46,2018/05/26 03:58:30,01:23:23,01:28:7
application_1527220447442_42968,SUCCESS,2018/05/26 02:30:33,2018/05/26 03:53:46,2018/05/26 03:58:30,01:23:13,01:27:57
application_1527220447442_42996,SUCCESS,2018/05/26 02:30:34,2018/05/26 03:53:46,2018/05/26 03:58:30,01:23:12,01:27:56
application_1527220447442_43270,SUCCESS,2018/05/26 02:35:59,2018/05/26 03:53:53,2018/05/26 04:03:51,01:17:54,01:27:52
application_1527220447442_43275,SUCCESS,2018/05/26 02:36:00,2018/05/26 03:53:54,2018/05/26 04:03:51,01:17:54,01:27:51
application_1527220447442_42148,SUCCESS,2018/05/26 02:12:36,2018/05/26 03:12:28,2018/05/26 03:40:20,00:59:52,01:27:44
application_1527220447442_42542,SUCCESS,2018/05/26 02:22:20,2018/05/26 03:12:42,2018/05/26 03:50:03,00:50:22,01:27:43
application_1527220447442_43464,SUCCESS,2018/05/26 02:40:59,2018/05/26 03:53:54,2018/05/26 04:08:38,01:12:55,01:27:39
application_1527220447442_42152,SUCCESS,2018/05/26 02:12:49,2018/05/26 03:12:27,2018/05/26 03:40:10,00:59:38,01:27:21
application_1527220447442_48092,SUCCESS,2018/05/26 04:47:54,2018/05/26 06:08:31,2018/05/26 06:15:09,01:20:37,01:27:15
application_1527220447442_42999,SUCCESS,2018/05/26 02:31:22,2018/05/26 03:53:52,2018/05/26 03:58:36,01:22:30,01:27:14
application_1527220447442_42998,SUCCESS,2018/05/26 02:31:19,2018/05/26 03:53:46,2018/05/26 03:58:30,01:22:27,01:27:11
application_1527220447442_43015,SUCCESS,2018/05/26 02:31:42,2018/05/26 03:53:52,2018/05/26 03:58:50,01:22:10,01:27:8
application_1527220447442_43002,SUCCESS,2018/05/26 02:31:28,2018/05/26 03:53:52,2018/05/26 03:58:36,01:22:24,01:27:8
application_1527220447442_43000,SUCCESS,2018/05/26 02:31:22,2018/05/26 03:53:46,2018/05/26 03:58:30,01:22:24,01:27:8
application_1527220447442_42124,SUCCESS,2018/05/26 02:08:50,2018/05/26 03:12:27,2018/05/26 03:35:57,01:3:37,01:27:7
application_1527220447442_43001,SUCCESS,2018/05/26 02:31:31,2018/05/26 03:53:51,2018/05/26 03:58:36,01:22:20,01:27:5
application_1527220447442_43012,SUCCESS,2018/05/26 02:31:31,2018/05/26 03:53:52,2018/05/26 03:58:36,01:22:21,01:27:5
application_1527220447442_43016,SUCCESS,2018/05/26 02:31:46,2018/05/26 03:53:52,2018/05/26 03:58:50,01:22:6,01:27:4
application_1527220447442_43010,SUCCESS,2018/05/26 02:31:32,2018/05/26 03:53:52,2018/05/26 03:58:36,01:22:20,01:27:4
application_1527220447442_43003,SUCCESS,2018/05/26 02:31:23,2018/05/26 03:53:46,2018/05/26 03:58:27,01:22:23,01:27:4
application_1527220447442_43394,SUCCESS,2018/05/26 02:37:02,2018/05/26 03:53:54,2018/05/26 04:04:04,01:16:52,01:27:2
application_1527220447442_42517,SUCCESS,2018/05/26 02:22:18,2018/05/26 03:12:34,2018/05/26 03:49:17,00:50:16,01:26:59
application_1527220447442_42105,SUCCESS,2018/05/26 02:03:37,2018/05/26 03:12:27,2018/05/26 03:30:29,01:8:50,01:26:52
application_1527220447442_43368,SUCCESS,2018/05/26 02:37:00,2018/05/26 03:53:53,2018/05/26 04:03:51,01:16:53,01:26:51
application_1527220447442_44521,SUCCESS,2018/05/26 03:16:33,2018/05/26 04:10:33,2018/05/26 04:43:04,00:54:0,01:26:31
application_1527220447442_43020,SUCCESS,2018/05/26 02:32:22,2018/05/26 03:53:52,2018/05/26 03:58:50,01:21:30,01:26:28
application_1527220447442_42131,SUCCESS,2018/05/26 02:09:32,2018/05/26 03:12:27,2018/05/26 03:35:55,01:2:55,01:26:23
application_1527220447442_42135,SUCCESS,2018/05/26 02:09:37,2018/05/26 03:12:28,2018/05/26 03:35:55,01:2:51,01:26:18
application_1527220447442_42133,SUCCESS,2018/05/26 02:09:37,2018/05/26 03:12:28,2018/05/26 03:35:55,01:2:51,01:26:18
application_1527220447442_43418,SUCCESS,2018/05/26 02:38:21,2018/05/26 03:53:54,2018/05/26 04:04:21,01:15:33,01:26:0
application_1527220447442_43402,SUCCESS,2018/05/26 02:38:09,2018/05/26 03:53:53,2018/05/26 04:04:04,01:15:44,01:25:55
application_1527220447442_43400,SUCCESS,2018/05/26 02:38:12,2018/05/26 03:53:53,2018/05/26 04:04:04,01:15:41,01:25:52
application_1527220447442_45240,SUCCESS,2018/05/26 03:38:31,2018/05/26 04:10:22,2018/05/26 05:04:22,00:31:51,01:25:51
application_1527220447442_43432,SUCCESS,2018/05/26 02:39:11,2018/05/26 03:53:54,2018/05/26 04:04:22,01:14:43,01:25:11
application_1527220447442_43435,SUCCESS,2018/05/26 02:39:16,2018/05/26 03:53:54,2018/05/26 04:04:27,01:14:38,01:25:11
application_1527220447442_48115,SUCCESS,2018/05/26 04:47:31,2018/05/26 06:08:32,2018/05/26 06:12:38,01:21:1,01:25:7
application_1527220447442_43426,SUCCESS,2018/05/26 02:39:16,2018/05/26 03:53:54,2018/05/26 04:04:22,01:14:38,01:25:6
application_1527220447442_43028,SUCCESS,2018/05/26 02:33:47,2018/05/26 03:53:52,2018/05/26 03:58:50,01:20:5,01:25:3
application_1527220447442_43451,SUCCESS,2018/05/26 02:39:42,2018/05/26 03:53:54,2018/05/26 04:04:27,01:14:12,01:24:45
application_1527220447442_42108,SUCCESS,2018/05/26 02:06:07,2018/05/26 03:12:28,2018/05/26 03:30:29,01:6:21,01:24:22
application_1527220447442_43456,SUCCESS,2018/05/26 02:40:12,2018/05/26 03:53:54,2018/05/26 04:04:27,01:13:42,01:24:15
application_1527220447442_43032,SUCCESS,2018/05/26 02:34:17,2018/05/26 03:53:53,2018/05/26 03:58:31,01:19:36,01:24:14
application_1527220447442_43031,SUCCESS,2018/05/26 02:34:17,2018/05/26 03:53:52,2018/05/26 03:58:31,01:19:35,01:24:14
