application_id,status,submit_time,start_time,finished_time,allocate_time,total_time,allocate_seconds,total_seconds
application_1527220447442_858472,SUCCESS,2018/06/08 01:03:21,2018/06/08 01:05:15,2018/06/08 01:08:51,00:1:54,00:5:30,114,330
application_1527220447442_858130,SUCCESS,2018/06/08 00:49:55,2018/06/08 00:53:13,2018/06/08 00:55:25,00:3:18,00:5:30,198,330
application_1527220447442_879531,SUCCESS,2018/06/08 10:37:48,2018/06/08 10:40:39,2018/06/08 10:43:17,00:2:51,00:5:29,171,329
application_1527220447442_877220,SUCCESS,2018/06/08 09:46:26,2018/06/08 09:49:38,2018/06/08 09:51:54,00:3:12,00:5:28,192,328
application_1527220447442_871032,SUCCESS,2018/06/08 06:51:57,2018/06/08 06:55:46,2018/06/08 06:57:24,00:3:49,00:5:27,229,327
application_1527220447442_878983,SUCCESS,2018/06/08 10:26:48,2018/06/08 10:29:19,2018/06/08 10:32:14,00:2:31,00:5:26,151,326
application_1527220447442_856587,SUCCESS,2018/06/08 00:36:46,2018/06/08 00:38:34,2018/06/08 00:42:11,00:1:48,00:5:25,108,325
application_1527220447442_855540,SUCCESS,2018/06/08 00:05:49,2018/06/08 00:06:47,2018/06/08 00:11:11,00:0:58,00:5:22,58,322
application_1527220447442_859134,SUCCESS,2018/06/08 01:25:57,2018/06/08 01:27:06,2018/06/08 01:31:19,00:1:9,00:5:22,69,322
application_1527220447442_855853,SUCCESS,2018/06/08 00:13:50,2018/06/08 00:14:36,2018/06/08 00:19:11,00:0:46,00:5:21,46,321
application_1527220447442_855775,SUCCESS,2018/06/08 00:11:01,2018/06/08 00:11:53,2018/06/08 00:16:18,00:0:52,00:5:17,52,317
application_1527220447442_879279,SUCCESS,2018/06/08 10:33:38,2018/06/08 10:35:30,2018/06/08 10:38:54,00:1:52,00:5:16,112,316
application_1527220447442_857598,SUCCESS,2018/06/08 00:44:55,2018/06/08 00:47:54,2018/06/08 00:50:11,00:2:59,00:5:16,179,316
application_1527220447442_861998,SUCCESS,2018/06/08 02:46:19,2018/06/08 02:49:40,2018/06/08 02:51:34,00:3:21,00:5:15,201,315
application_1527220447442_866781,SUCCESS,2018/06/08 05:03:33,2018/06/08 05:04:44,2018/06/08 05:08:48,00:1:11,00:5:15,71,315
application_1527220447442_860188,SUCCESS,2018/06/08 01:47:03,2018/06/08 01:49:55,2018/06/08 01:52:16,00:2:52,00:5:13,172,313
application_1527220447442_855508,SUCCESS,2018/06/08 00:05:18,2018/06/08 00:06:39,2018/06/08 00:10:31,00:1:21,00:5:13,81,313
application_1527220447442_862759,SUCCESS,2018/06/08 03:09:07,2018/06/08 03:11:31,2018/06/08 03:14:18,00:2:24,00:5:11,144,311
application_1527220447442_871033,SUCCESS,2018/06/08 06:51:55,2018/06/08 06:55:46,2018/06/08 06:57:06,00:3:51,00:5:11,231,311
application_1527220447442_862889,SUCCESS,2018/06/08 03:16:43,2018/06/08 03:19:18,2018/06/08 03:21:51,00:2:35,00:5:8,155,308
application_1527220447442_858641,SUCCESS,2018/06/08 01:05:59,2018/06/08 01:07:07,2018/06/08 01:11:05,00:1:8,00:5:6,68,306
application_1527220447442_859059,SUCCESS,2018/06/08 01:23:38,2018/06/08 01:24:30,2018/06/08 01:28:43,00:0:52,00:5:5,52,305
application_1527220447442_868264,SUCCESS,2018/06/08 05:42:35,2018/06/08 05:45:24,2018/06/08 05:47:39,00:2:49,00:5:4,169,304
application_1527220447442_871999,SUCCESS,2018/06/08 07:19:25,2018/06/08 07:20:17,2018/06/08 07:24:29,00:0:52,00:5:4,52,304
application_1527220447442_858244,SUCCESS,2018/06/08 00:54:01,2018/06/08 00:55:20,2018/06/08 00:59:03,00:1:19,00:5:2,79,302
application_1527220447442_855700,SUCCESS,2018/06/08 00:08:27,2018/06/08 00:10:31,2018/06/08 00:13:28,00:2:4,00:5:1,124,301
application_1527220447442_859419,SUCCESS,2018/06/08 01:32:02,2018/06/08 01:34:05,2018/06/08 01:37:02,00:2:3,00:5:0,123,300
application_1527220447442_859363,SUCCESS,2018/06/08 01:29:37,2018/06/08 01:33:37,2018/06/08 01:34:37,00:4:0,00:5:0,240,300
application_1527220447442_859404,SUCCESS,2018/06/08 01:32:31,2018/06/08 01:34:17,2018/06/08 01:37:30,00:1:46,00:4:59,106,299
application_1527220447442_858354,SUCCESS,2018/06/08 00:57:08,2018/06/08 00:58:42,2018/06/08 01:02:06,00:1:34,00:4:58,94,298
application_1527220447442_878262,SUCCESS,2018/06/08 10:09:34,2018/06/08 10:12:34,2018/06/08 10:14:30,00:3:0,00:4:56,180,296
application_1527220447442_858599,SUCCESS,2018/06/08 01:05:34,2018/06/08 01:07:09,2018/06/08 01:10:29,00:1:35,00:4:55,95,295
application_1527220447442_871035,SUCCESS,2018/06/08 06:51:56,2018/06/08 06:55:50,2018/06/08 06:56:50,00:3:54,00:4:54,234,294
application_1527220447442_871034,SUCCESS,2018/06/08 06:51:56,2018/06/08 06:55:46,2018/06/08 06:56:50,00:3:50,00:4:54,230,294
application_1527220447442_858353,SUCCESS,2018/06/08 00:57:06,2018/06/08 00:58:36,2018/06/08 01:02:00,00:1:30,00:4:54,90,294
application_1527220447442_857694,SUCCESS,2018/06/08 00:45:17,2018/06/08 00:48:05,2018/06/08 00:50:11,00:2:48,00:4:54,168,294
application_1527220447442_857596,SUCCESS,2018/06/08 00:44:19,2018/06/08 00:47:16,2018/06/08 00:49:11,00:2:57,00:4:52,177,292
application_1527220447442_855845,SUCCESS,2018/06/08 00:13:34,2018/06/08 00:14:21,2018/06/08 00:18:26,00:0:47,00:4:52,47,292
application_1527220447442_857602,SUCCESS,2018/06/08 00:44:18,2018/06/08 00:47:15,2018/06/08 00:49:09,00:2:57,00:4:51,177,291
application_1527220447442_860658,SUCCESS,2018/06/08 02:05:52,2018/06/08 02:07:28,2018/06/08 02:10:43,00:1:36,00:4:51,96,291
application_1527220447442_862463,SUCCESS,2018/06/08 03:03:41,2018/06/08 03:06:49,2018/06/08 03:08:31,00:3:8,00:4:50,188,290
application_1527220447442_857603,SUCCESS,2018/06/08 00:44:22,2018/06/08 00:47:16,2018/06/08 00:49:11,00:2:54,00:4:49,174,289
application_1527220447442_857605,SUCCESS,2018/06/08 00:44:25,2018/06/08 00:47:16,2018/06/08 00:49:11,00:2:51,00:4:46,171,286
application_1527220447442_863136,SUCCESS,2018/06/08 03:23:20,2018/06/08 03:25:02,2018/06/08 03:28:05,00:1:42,00:4:45,102,285
application_1527220447442_861298,SUCCESS,2018/06/08 02:30:01,2018/06/08 02:32:22,2018/06/08 02:34:46,00:2:21,00:4:45,141,285
application_1527220447442_857599,SUCCESS,2018/06/08 00:44:27,2018/06/08 00:47:16,2018/06/08 00:49:11,00:2:49,00:4:44,169,284
application_1527220447442_855995,SUCCESS,2018/06/08 00:17:25,2018/06/08 00:19:04,2018/06/08 00:22:07,00:1:39,00:4:42,99,282
application_1527220447442_858124,SUCCESS,2018/06/08 00:49:20,2018/06/08 00:52:44,2018/06/08 00:54:02,00:3:24,00:4:42,204,282
application_1527220447442_858348,SUCCESS,2018/06/08 00:57:40,2018/06/08 00:59:06,2018/06/08 01:02:20,00:1:26,00:4:40,86,280
application_1527220447442_858314,SUCCESS,2018/06/08 00:56:32,2018/06/08 00:58:06,2018/06/08 01:01:12,00:1:34,00:4:40,94,280
application_1527220447442_858128,SUCCESS,2018/06/08 00:49:19,2018/06/08 00:52:42,2018/06/08 00:53:58,00:3:23,00:4:39,203,279
application_1527220447442_858879,SUCCESS,2018/06/08 01:15:24,2018/06/08 01:17:56,2018/06/08 01:20:02,00:2:32,00:4:38,152,278
application_1527220447442_861848,SUCCESS,2018/06/08 02:43:49,2018/06/08 02:45:15,2018/06/08 02:48:27,00:1:26,00:4:38,86,278
application_1527220447442_855411,SUCCESS,2018/06/08 00:01:07,2018/06/08 00:02:53,2018/06/08 00:05:45,00:1:46,00:4:38,106,278
application_1527220447442_865324,SUCCESS,2018/06/08 04:20:26,2018/06/08 04:23:39,2018/06/08 04:25:03,00:3:13,00:4:37,193,277
application_1527220447442_858861,SUCCESS,2018/06/08 01:15:17,2018/06/08 01:17:04,2018/06/08 01:19:54,00:1:47,00:4:37,107,277
application_1527220447442_857653,SUCCESS,2018/06/08 00:45:37,2018/06/08 00:47:57,2018/06/08 00:50:12,00:2:20,00:4:35,140,275
application_1527220447442_864852,SUCCESS,2018/06/08 04:07:46,2018/06/08 04:10:30,2018/06/08 04:12:20,00:2:44,00:4:34,164,274
application_1527220447442_880330,SUCCESS,2018/06/08 10:51:51,2018/06/08 10:54:49,2018/06/08 10:56:25,00:2:58,00:4:34,178,274
application_1527220447442_879680,SUCCESS,2018/06/08 10:43:11,2018/06/08 10:45:35,2018/06/08 10:47:45,00:2:24,00:4:34,144,274
application_1527220447442_858141,SUCCESS,2018/06/08 00:49:53,2018/06/08 00:53:13,2018/06/08 00:54:26,00:3:20,00:4:33,200,273
application_1527220447442_864850,SUCCESS,2018/06/08 04:07:48,2018/06/08 04:10:29,2018/06/08 04:12:20,00:2:41,00:4:32,161,272
application_1527220447442_857593,SUCCESS,2018/06/08 00:44:24,2018/06/08 00:47:54,2018/06/08 00:48:56,00:3:30,00:4:32,210,272
application_1527220447442_858132,SUCCESS,2018/06/08 00:49:53,2018/06/08 00:53:16,2018/06/08 00:54:25,00:3:23,00:4:32,203,272
application_1527220447442_857650,SUCCESS,2018/06/08 00:45:41,2018/06/08 00:47:57,2018/06/08 00:50:12,00:2:16,00:4:31,136,271
application_1527220447442_874481,SUCCESS,2018/06/08 08:27:35,2018/06/08 08:29:32,2018/06/08 08:32:05,00:1:57,00:4:30,117,270
application_1527220447442_864851,SUCCESS,2018/06/08 04:07:51,2018/06/08 04:10:30,2018/06/08 04:12:21,00:2:39,00:4:30,159,270
application_1527220447442_858165,SUCCESS,2018/06/08 00:50:25,2018/06/08 00:53:16,2018/06/08 00:54:54,00:2:51,00:4:29,171,269
application_1527220447442_857343,SUCCESS,2018/06/08 00:41:43,2018/06/08 00:43:25,2018/06/08 00:46:12,00:1:42,00:4:29,102,269
application_1527220447442_858461,SUCCESS,2018/06/08 01:01:44,2018/06/08 01:03:18,2018/06/08 01:06:11,00:1:34,00:4:27,94,267
application_1527220447442_869995,SUCCESS,2018/06/08 06:24:49,2018/06/08 06:28:25,2018/06/08 06:29:15,00:3:36,00:4:26,216,266
application_1527220447442_858144,SUCCESS,2018/06/08 00:49:59,2018/06/08 00:53:16,2018/06/08 00:54:25,00:3:17,00:4:26,197,266
application_1527220447442_858137,SUCCESS,2018/06/08 00:49:08,2018/06/08 00:52:27,2018/06/08 00:53:34,00:3:19,00:4:26,199,266
application_1527220447442_858854,SUCCESS,2018/06/08 01:16:19,2018/06/08 01:17:16,2018/06/08 01:20:45,00:0:57,00:4:26,57,266
application_1527220447442_858253,SUCCESS,2018/06/08 00:54:34,2018/06/08 00:56:24,2018/06/08 00:58:59,00:1:50,00:4:25,110,265
application_1527220447442_858760,SUCCESS,2018/06/08 01:09:48,2018/06/08 01:11:34,2018/06/08 01:14:13,00:1:46,00:4:25,106,265
application_1527220447442_858140,SUCCESS,2018/06/08 00:50:00,2018/06/08 00:53:17,2018/06/08 00:54:25,00:3:17,00:4:25,197,265
application_1527220447442_858127,SUCCESS,2018/06/08 00:49:15,2018/06/08 00:52:30,2018/06/08 00:53:39,00:3:15,00:4:24,195,264
application_1527220447442_880385,SUCCESS,2018/06/08 10:56:56,2018/06/08 11:00:17,2018/06/08 11:01:19,00:3:21,00:4:23,201,263
application_1527220447442_859397,SUCCESS,2018/06/08 01:31:48,2018/06/08 01:33:06,2018/06/08 01:36:10,00:1:18,00:4:22,78,262
application_1527220447442_858707,SUCCESS,2018/06/08 01:09:14,2018/06/08 01:11:06,2018/06/08 01:13:36,00:1:52,00:4:22,112,262
application_1527220447442_858259,SUCCESS,2018/06/08 00:54:31,2018/06/08 00:56:20,2018/06/08 00:58:53,00:1:49,00:4:22,109,262
application_1527220447442_856359,SUCCESS,2018/06/08 00:30:55,2018/06/08 00:31:52,2018/06/08 00:35:16,00:0:57,00:4:21,57,261
application_1527220447442_858120,SUCCESS,2018/06/08 00:50:05,2018/06/08 00:53:16,2018/06/08 00:54:25,00:3:11,00:4:20,191,260
application_1527220447442_855436,SUCCESS,2018/06/08 00:01:49,2018/06/08 00:04:03,2018/06/08 00:06:09,00:2:14,00:4:20,134,260
application_1527220447442_879681,SUCCESS,2018/06/08 10:42:36,2018/06/08 10:44:09,2018/06/08 10:46:55,00:1:33,00:4:19,93,259
application_1527220447442_859516,SUCCESS,2018/06/08 01:35:17,2018/06/08 01:36:59,2018/06/08 01:39:36,00:1:42,00:4:19,102,259
application_1527220447442_858653,SUCCESS,2018/06/08 01:08:03,2018/06/08 01:09:21,2018/06/08 01:12:21,00:1:18,00:4:18,78,258
application_1527220447442_879952,SUCCESS,2018/06/08 10:45:06,2018/06/08 10:47:41,2018/06/08 10:49:24,00:2:35,00:4:18,155,258
application_1527220447442_863596,SUCCESS,2018/06/08 03:39:10,2018/06/08 03:40:44,2018/06/08 03:43:27,00:1:34,00:4:17,94,257
application_1527220447442_863595,SUCCESS,2018/06/08 03:39:12,2018/06/08 03:40:39,2018/06/08 03:43:28,00:1:27,00:4:16,87,256
application_1527220447442_855834,SUCCESS,2018/06/08 00:13:34,2018/06/08 00:14:20,2018/06/08 00:17:50,00:0:46,00:4:16,46,256
application_1527220447442_858131,SUCCESS,2018/06/08 00:49:16,2018/06/08 00:51:58,2018/06/08 00:53:32,00:2:42,00:4:16,162,256
application_1527220447442_858313,SUCCESS,2018/06/08 00:56:33,2018/06/08 00:58:05,2018/06/08 01:00:49,00:1:32,00:4:16,92,256
application_1527220447442_876023,SUCCESS,2018/06/08 09:16:46,2018/06/08 09:18:20,2018/06/08 09:21:01,00:1:34,00:4:15,94,255
application_1527220447442_857597,SUCCESS,2018/06/08 00:44:19,2018/06/08 00:47:01,2018/06/08 00:48:33,00:2:42,00:4:14,162,254
application_1527220447442_870135,SUCCESS,2018/06/08 06:29:26,2018/06/08 06:30:46,2018/06/08 06:33:40,00:1:20,00:4:14,80,254
application_1527220447442_878827,SUCCESS,2018/06/08 10:23:29,2018/06/08 10:25:35,2018/06/08 10:27:43,00:2:6,00:4:14,126,254
application_1527220447442_858902,SUCCESS,2018/06/08 01:16:37,2018/06/08 01:17:59,2018/06/08 01:20:50,00:1:22,00:4:13,82,253
application_1527220447442_879679,SUCCESS,2018/06/08 10:42:39,2018/06/08 10:44:11,2018/06/08 10:46:52,00:1:32,00:4:13,92,253
application_1527220447442_858942,SUCCESS,2018/06/08 01:18:14,2018/06/08 01:21:23,2018/06/08 01:22:26,00:3:9,00:4:12,189,252
application_1527220447442_857798,SUCCESS,2018/06/08 00:45:59,2018/06/08 00:47:55,2018/06/08 00:50:11,00:1:56,00:4:12,116,252
application_1527220447442_855824,SUCCESS,2018/06/08 00:12:13,2018/06/08 00:13:21,2018/06/08 00:16:25,00:1:8,00:4:12,68,252
application_1527220447442_858758,SUCCESS,2018/06/08 01:09:29,2018/06/08 01:11:16,2018/06/08 01:13:41,00:1:47,00:4:12,107,252
application_1527220447442_858391,SUCCESS,2018/06/08 00:58:41,2018/06/08 01:00:13,2018/06/08 01:02:52,00:1:32,00:4:11,92,251
application_1527220447442_855647,SUCCESS,2018/06/08 00:08:32,2018/06/08 00:09:55,2018/06/08 00:12:41,00:1:23,00:4:9,83,249
application_1527220447442_862048,SUCCESS,2018/06/08 02:47:31,2018/06/08 02:49:39,2018/06/08 02:51:40,00:2:8,00:4:9,128,249
application_1527220447442_879605,SUCCESS,2018/06/08 10:40:51,2018/06/08 10:43:19,2018/06/08 10:45:00,00:2:28,00:4:9,148,249
application_1527220447442_858633,SUCCESS,2018/06/08 01:05:42,2018/06/08 01:06:40,2018/06/08 01:09:51,00:0:58,00:4:9,58,249
application_1527220447442_858766,SUCCESS,2018/06/08 01:09:33,2018/06/08 01:11:18,2018/06/08 01:13:42,00:1:45,00:4:9,105,249
application_1527220447442_857594,SUCCESS,2018/06/08 00:44:19,2018/06/08 00:47:00,2018/06/08 00:48:27,00:2:41,00:4:8,161,248
application_1527220447442_859946,SUCCESS,2018/06/08 01:41:25,2018/06/08 01:43:33,2018/06/08 01:45:33,00:2:8,00:4:8,128,248
application_1527220447442_858597,SUCCESS,2018/06/08 01:05:42,2018/06/08 01:06:39,2018/06/08 01:09:48,00:0:57,00:4:6,57,246
application_1527220447442_858502,SUCCESS,2018/06/08 01:04:40,2018/06/08 01:06:00,2018/06/08 01:08:46,00:1:20,00:4:6,80,246
application_1527220447442_858460,SUCCESS,2018/06/08 01:01:44,2018/06/08 01:03:18,2018/06/08 01:05:50,00:1:34,00:4:6,94,246
application_1527220447442_879801,SUCCESS,2018/06/08 10:43:51,2018/06/08 10:45:35,2018/06/08 10:47:57,00:1:44,00:4:6,104,246
application_1527220447442_860092,SUCCESS,2018/06/08 01:43:18,2018/06/08 01:45:06,2018/06/08 01:47:24,00:1:48,00:4:6,108,246
application_1527220447442_859356,SUCCESS,2018/06/08 01:29:19,2018/06/08 01:31:43,2018/06/08 01:33:24,00:2:24,00:4:5,144,245
application_1527220447442_876225,SUCCESS,2018/06/08 09:20:03,2018/06/08 09:22:46,2018/06/08 09:24:08,00:2:43,00:4:5,163,245
application_1527220447442_878267,SUCCESS,2018/06/08 10:09:32,2018/06/08 10:12:34,2018/06/08 10:13:36,00:3:2,00:4:4,182,244
application_1527220447442_858649,SUCCESS,2018/06/08 01:06:09,2018/06/08 01:08:31,2018/06/08 01:10:13,00:2:22,00:4:4,142,244
application_1527220447442_869528,SUCCESS,2018/06/08 06:14:14,2018/06/08 06:16:19,2018/06/08 06:18:17,00:2:5,00:4:3,125,243
application_1527220447442_866651,SUCCESS,2018/06/08 04:58:29,2018/06/08 05:00:24,2018/06/08 05:02:32,00:1:55,00:4:3,115,243
application_1527220447442_858335,SUCCESS,2018/06/08 00:58:13,2018/06/08 00:59:35,2018/06/08 01:02:16,00:1:22,00:4:3,82,243
application_1527220447442_867780,SUCCESS,2018/06/08 05:32:31,2018/06/08 05:33:40,2018/06/08 05:36:33,00:1:9,00:4:2,69,242
application_1527220447442_867782,SUCCESS,2018/06/08 05:32:32,2018/06/08 05:33:50,2018/06/08 05:36:34,00:1:18,00:4:2,78,242
application_1527220447442_858220,SUCCESS,2018/06/08 00:53:08,2018/06/08 00:55:06,2018/06/08 00:57:10,00:1:58,00:4:2,118,242
application_1527220447442_868278,SUCCESS,2018/06/08 05:42:36,2018/06/08 05:45:26,2018/06/08 05:46:37,00:2:50,00:4:1,170,241
application_1527220447442_866782,SUCCESS,2018/06/08 05:03:54,2018/06/08 05:04:51,2018/06/08 05:07:55,00:0:57,00:4:1,57,241
application_1527220447442_865654,SUCCESS,2018/06/08 04:31:47,2018/06/08 04:35:11,2018/06/08 04:35:47,00:3:24,00:4:0,204,240
application_1527220447442_856034,SUCCESS,2018/06/08 00:19:03,2018/06/08 00:19:46,2018/06/08 00:23:03,00:0:43,00:4:0,43,240
application_1527220447442_857253,SUCCESS,2018/06/08 00:40:49,2018/06/08 00:43:20,2018/06/08 00:44:49,00:2:31,00:4:0,151,240
application_1527220447442_857801,SUCCESS,2018/06/08 00:46:11,2018/06/08 00:47:54,2018/06/08 00:50:11,00:1:43,00:4:0,103,240
application_1527220447442_857248,SUCCESS,2018/06/08 00:40:48,2018/06/08 00:43:19,2018/06/08 00:44:48,00:2:31,00:4:0,151,240
application_1527220447442_857251,SUCCESS,2018/06/08 00:40:49,2018/06/08 00:43:19,2018/06/08 00:44:49,00:2:30,00:4:0,150,240
application_1527220447442_857246,SUCCESS,2018/06/08 00:40:49,2018/06/08 00:43:19,2018/06/08 00:44:49,00:2:30,00:4:0,150,240
application_1527220447442_857660,SUCCESS,2018/06/08 00:44:55,2018/06/08 00:47:55,2018/06/08 00:48:55,00:3:0,00:4:0,180,240
application_1527220447442_858705,SUCCESS,2018/06/08 01:09:48,2018/06/08 01:11:35,2018/06/08 01:13:47,00:1:47,00:3:59,107,239
application_1527220447442_870736,SUCCESS,2018/06/08 06:45:32,2018/06/08 06:47:22,2018/06/08 06:49:30,00:1:50,00:3:58,110,238
application_1527220447442_857654,SUCCESS,2018/06/08 00:44:57,2018/06/08 00:47:55,2018/06/08 00:48:55,00:2:58,00:3:58,178,238
application_1527220447442_858430,SUCCESS,2018/06/08 01:00:00,2018/06/08 01:01:44,2018/06/08 01:03:57,00:1:44,00:3:57,104,237
application_1527220447442_859347,SUCCESS,2018/06/08 01:28:17,2018/06/08 01:29:19,2018/06/08 01:32:14,00:1:2,00:3:57,62,237
application_1527220447442_862289,SUCCESS,2018/06/08 02:59:46,2018/06/08 03:00:55,2018/06/08 03:03:43,00:1:9,00:3:57,69,237
application_1527220447442_857280,SUCCESS,2018/06/08 00:40:54,2018/06/08 00:43:19,2018/06/08 00:44:51,00:2:25,00:3:57,145,237
application_1527220447442_861349,SUCCESS,2018/06/08 02:30:50,2018/06/08 02:32:22,2018/06/08 02:34:46,00:1:32,00:3:56,92,236
application_1527220447442_878629,SUCCESS,2018/06/08 10:16:31,2018/06/08 10:18:19,2018/06/08 10:20:26,00:1:48,00:3:55,108,235
application_1527220447442_855426,SUCCESS,2018/06/08 00:01:05,2018/06/08 00:02:53,2018/06/08 00:05:00,00:1:48,00:3:55,108,235
